OBJECTID,Aadress,Toidukoht_arv,Teenustase,Teenus_arv,Tookoht_protsent,Kool_arv,Lasteaed_arv,Toidupood_arv,Parkimisnorm,Parkimis_koefitsent,GlobalID
2,Tamme pst 113b,0,-,2,24.35361272,0,0,1,100,1,{B7A9D914-13F9-4D7E-A220-C66DD481E5B6}
3,Sepa tn 17d,4,-,13,20.83569608,0,2,2,100,1,{25385DB7-1FFC-4A2C-B23D-04D539DB21AA}
4,Teguri tn 19,4,Baastase,5,58.16056785,1,2,4,71,0.70919716,{49F78ACD-8E63-43A6-BEFA-44B64F18E743}
5,Teguri tn 19a,6,Baastase,9,59.28507624,1,2,4,70,0.70357462,{06C07129-71E1-4DAA-959A-1D5A73B294A1}
6,Sepa tn 17e,4,-,13,25.1818964,0,2,2,100,1,{6BE1B05C-3685-467D-B5B8-421F3C2A3DC4}
7,Salme tn 52,4,Baastase,5,31.07856439,2,1,4,84,0.84460718,{037BF9D6-8333-4F95-A907-DFFAC26EE9D2}
8,Saekoja tn 12,4,-,7,19.56006954,1,0,3,100,1,{2DAF8A21-8547-4B8F-BD22-5A3C6C928B55}
9,Riia tn 142,17,-,49,37.25809417,0,1,3,100,1,{29A6F21E-E01B-4899-95AE-1402760AA32A}
10,Jaama tn 68b,7,Baastase,16,53.53757378,2,1,5,73,0.73231213,{EBDC8A02-4C03-48BC-965F-A52ABA172FC0}
11,Tulbi tn 2c,4,Baastase,23,24.44798203,1,3,3,88,0.87776009,{8BC15E13-70DB-4C0E-AE68-2AC7284E2949}
12,Pootsmani tn 2,0,-,2,6.80088143,0,0,0,100,1,{C6922F97-5C8B-4C2D-802A-82E30A1B5286}
13,Tamme pst 11,5,Baastase,10,45.04821356,1,1,3,77,0.77475893,{422600F3-BD58-45A0-ADCE-5963F6146017}
14,Väike kaar 34,5,-,12,46.40519481,1,0,3,100,1,{5EA71384-7FA8-4FFF-8D22-A01409B3276C}
15,Vaksali tn 27,9,Baastase,28,50.04301185,2,3,2,75,0.74978494,{17D7F967-577E-4EC2-AEB1-0CD9E51DE6DC}
16,Tähe tn 100,3,Baastase,2,64.67225093,1,3,4,68,0.67663875,{2C106EDF-3698-4262-B50F-5AB9DF376713}
17,Nisu tn 43,2,-,3,17.50739078,1,0,2,100,1,{E381FC1F-9016-4613-879C-88C919F237E0}
18,Vaksali tn 36/2,6,-,20,40.95800717,1,0,3,100,1,{3F03690A-29ED-4D4D-865C-7AB65155197D}
19,Võru tn 40 // 42,53,Hea tase,42,69.23331249,3,7,9,31,0.30766688,{F503CE38-FE99-44BF-AE1A-C1E43494AB28}
20,Ujula tn 84a,6,-,6,47.74710277,0,1,2,100,1,{AA38A96E-33D0-4E35-9873-29F82E034741}
21,Kabeli tn 15,10,Baastase,15,59.75017666,2,1,4,70,0.70124912,{0862CF5F-556C-4330-B0DC-DC8370814228}
22,Kabeli tn 13,4,-,12,57.21819885,2,0,4,100,1,{B8004981-0296-4481-9D99-3AC481D40007}
23,Jaama tn 78,9,Baastase,17,55.41483207,4,3,5,72,0.72292584,{4FDCDAE5-4EC1-44E2-A536-F227F257E98E}
24,Maarjaturg 1,3,-,6,47.85603946,0,1,4,100,1,{BC4C2D08-2218-4A53-A473-A7D462547A3E}
25,Uus tn 9,12,Baastase,19,58.67789503,2,3,12,71,0.70661052,{A1B18CC7-BBA5-4659-9506-0B9242A4AFFD}
26,Pallase pst 39,0,-,2,1.30585777,0,0,2,100,1,{780416DE-FFDE-4994-8F7B-EF794B9699D2}
27,Ringtee tn 81,13,-,19,36.21832426,0,1,3,100,1,{7156EA61-1FD9-4996-96AA-90BB0C041773}
28,Uppsala tn 4 // 6 // 8,135,Hea tase,95,63.27445028,3,5,9,37,0.3672555,{B15EB41B-9E03-48EF-A5BE-967F2083188B}
29,Sõbra tn 31,7,-,12,50.91554443,2,0,5,100,1,{E70590C4-1CD1-4CD3-91BD-B0EE1006CCE7}
30,Kapsa tn 5,2,-,6,27.37367496,1,0,1,100,1,{EB679B34-F46D-4F2D-8DB1-968EB4B459FE}
31,Piparmündi tn 11,0,-,5,15.75110213,0,0,2,100,1,{F530042D-4BB1-4736-9D06-B3FF485B2CDF}
32,Õnne tn 24a/1,13,Baastase,15,60.3111398,2,2,4,70,0.6984443,{F2998F61-356C-4F55-8B8D-680CF6FCE9D1}
33,Ringtee tn 75a,16,-,58,43.15046287,0,1,2,100,1,{B10FCE82-A8F2-4796-89E6-21530413B43E}
34,Riia tn 126,3,Baastase,9,37.62726278,1,1,3,81,0.81186369,{71CD8F65-D69B-4A84-A106-5A2ECD290319}
35,Põllu tn 6a/7,2,-,4,44.36538862,0,1,2,100,1,{C7ADFB4B-4412-4DAF-9B2D-C0D5BF1F83EC}
36,Kaupmehe tn 6,1,-,7,6.70611809,0,0,1,100,1,{9A54ACB5-77A6-4BC6-90B6-7FF059B6C982}
37,Kopli tn 28,0,-,2,21.50920833,1,0,0,100,1,{6F9AE0E5-AED5-4ACE-8263-3523DFC44195}
38,F. R. Kreutzwaldi tn 56c,6,-,4,36.98769146,0,0,2,100,1,{0D759071-9F82-40AC-9C99-82D8C13DFDB0}
39,Pepleri tn 12a/2,88,Hea tase,76,71.5748306,3,6,9,28,0.28425169,{77859B60-D903-4FBA-9004-3DD4E31D6C68}
40,Kroonuaia tn 9,78,Hea tase,68,49.94123383,2,3,6,50,0.50058766,{ECC31131-F960-437B-84E1-9570317FA5E3}
41,Uus tn 53,20,Hea tase,29,58.53319224,3,1,13,41,0.41466808,{3955D0D0-A4DA-4D98-997E-C894F4F845B7}
42,Kruusakuru tn 5a,1,-,2,12.10923098,0,1,3,100,1,{BEF8D165-3B06-49D7-89E7-EF7DA41D8B9C}
43,Kalmistu tn 4,1,-,0,47.85203399,0,1,3,100,1,{82D6E7AF-B108-4197-90C2-DCEB2A4D0490}
44,Sõpruse pst 19a,19,Hea tase,32,56.50980584,4,4,8,43,0.43490194,{7032ED89-78BB-4381-A373-F999CF4BCBC0}
45,Sõpruse pst 10a,17,Hea tase,32,56.80744127,3,3,7,43,0.43192559,{60D6D912-3974-402B-A071-D42677910720}
46,Teguri tn 31,2,Baastase,2,60.12964351,1,3,4,70,0.69935178,{9631D495-9F97-4BC1-B1CB-1EDC29F4B4A7}
47,Nõmmeliiva tn 7,0,-,2,1.30585777,0,0,2,100,1,{3F164057-FB94-4597-A5B4-1E9ACC77EE25}
48,Kannikese tn 15,1,Baastase,4,16.88123199,1,2,2,92,0.91559384,{06D4E144-9ABF-43E3-86BA-0B47A7088502}
49,Kopli tn 38,0,-,1,18.24479303,1,0,0,100,1,{375C9F63-534D-4F06-B025-C596A51CD875}
50,Teguri tn 31a,6,Baastase,4,61.22405203,1,3,4,69,0.69387974,{4075978F-68F0-4037-9C21-49E629516255}
51,Vaksali tn 8,24,Baastase,33,54.06282142,2,4,2,73,0.72968589,{27211629-6521-454F-A815-6E0C52B62EB9}
52,Raudtee tn 20c,3,-,3,57.77857922,1,0,3,100,1,{40D08E36-DC0F-42FA-A186-CDBE59D86D67}
53,Raja tn 31a,3,-,10,34.17026294,0,0,2,100,1,{2CB5A902-0923-4177-BA78-06A0149DE775}
54,Tervise tn 10,1,-,10,31.85709055,0,0,2,100,1,{234A5C81-8467-4D8F-A812-F47F5258A37A}
55,Tervise tn 8,3,-,10,31.85709055,0,0,2,100,1,{796D145B-3637-4004-B83B-0B0A58911724}
56,Tervise tn 6,3,-,10,31.85709055,0,0,2,100,1,{4DF5B892-AC2D-479F-B74A-5479CF7866D4}
57,Pootsmani tn 30,0,-,1,2.09654044,0,0,0,100,1,{8EB00675-321F-4B5A-A0A8-220CC63F5D49}
58,Pootsmani tn 28,0,-,1,2.09654044,0,0,0,100,1,{D9388DFB-C97A-4981-8C82-84B47B75B0C6}
59,Pepleri tn 4b/1,58,Hea tase,54,54.60034522,3,6,7,45,0.45399655,{64D0378D-97DA-41B4-A483-46A95EA299CE}
60,Kastani tn 39b/17,31,Hea tase,29,54.2436571,3,5,5,46,0.45756343,{A6B3D4AA-B7AE-4504-BD81-FEC18385A483}
61,Näituse tn 27,9,-,25,57.27042755,3,0,4,100,1,{40BCFF3D-A286-4E1F-88C8-E7A229B9FB9D}
62,Näituse tn 25,9,Baastase,26,59.034481,3,1,3,70,0.7048276,{2BAD38C7-4C0B-48BB-B662-DAD09CDAEB2E}
63,Lubja tn 8,6,-,5,49.77295841,0,1,2,100,1,{0EC814B4-2195-4EB6-8434-A9162D54FCC0}
64,Kesa tn 28,0,-,1,17.23399831,1,0,0,100,1,{9AA82355-598E-4524-BC78-CD7DCBCF709A}
65,Kungla tn 21,5,-,15,34.44025022,1,0,5,100,1,{C7095DF8-CD2B-4540-95A7-C8780D346FBE}
66,Kalevi tn 65,21,Baastase,16,58.844355,1,3,11,71,0.70577823,{C9EC8A94-892A-4463-B7DA-602D7FF238E2}
67,Õpetaja tn 11,57,Hea tase,47,69.7221879,3,6,8,30,0.30277812,{B6676BB5-2930-49B5-85CE-2D7A9A68C12D}
68,Tehase tn 14 // Tähe tn 96,4,Baastase,3,57.4941199,1,3,5,71,0.7125294,{FC26C8E3-0F12-4920-A480-9CA07FC523B7}
69,Riia tn 143,2,-,7,35.27766563,0,1,1,100,1,{54C43F43-EF51-4895-BA81-3351EC4C128B}
70,Mäe tn 44 // 46 // 48,9,Baastase,15,49.89654614,1,2,4,75,0.75051727,{7894609E-7B9F-44C4-A766-AC6CD0186872}
71,Marja tn 10,10,Baastase,14,44.10514016,1,3,1,78,0.7794743,{C8B7DA85-90B2-4CF3-A868-96E8E6C94E01}
72,Pärna tn 30,7,Baastase,11,55.82150051,2,1,6,72,0.7208925,{84EEAD79-70FC-4F90-BEDD-F381BB883FDD}
73,Tähe tn 69,14,Baastase,18,59.28110094,2,1,5,70,0.7035945,{1DF24026-6323-4F59-8FAF-260CAD422814}
74,Jaama tn 55 // 57,11,Baastase,14,53.11517437,2,3,6,73,0.73442413,{4427EFAA-ECBA-4AE3-AD7C-67E4312724A8}
75,Pargi tn 10,24,Baastase,21,69.27741351,2,6,10,65,0.65361293,{5125512D-008C-49D4-81D8-79065FED8390}
76,Nigula tn 21,6,Baastase,12,58.16056785,1,1,5,71,0.70919716,{96629A58-6C36-4186-BE8C-B3F640D467A1}
77,Tähe tn 52,10,Baastase,7,47.85375118,2,2,4,76,0.76073124,{D9593ABC-61A7-4209-AB25-9B4B63460FED}
78,F. R. Kreutzwaldi tn 14,12,Baastase,11,46.47091972,1,3,2,77,0.7676454,{44B08EA4-ED6B-4894-83BC-7E00569FF014}
79,F. R. Kreutzwaldi tn 6,10,Baastase,12,49.08352839,1,2,2,75,0.75458236,{99778DFF-722D-4571-9322-C1D6CF1E7AFD}
80,Teguri tn 35a,2,Baastase,2,63.51531741,1,3,4,68,0.68242341,{3261CC56-286E-48A2-86C5-2DA0C79F2153}
81,Raatuse tn 20,138,Hea tase,107,65.64431119,3,2,11,34,0.34355689,{57321895-CA97-4C8F-9C6A-989A52C1F0F9}
82,Suur kaar 44,1,Baastase,4,32.05538802,1,1,1,84,0.83972306,{2BA59D1D-B607-45A0-B771-C02DF1C93CE4}
83,Vainu tn 4,2,-,3,12.10923098,0,2,2,100,1,{435EAE25-A6CD-4F1D-B793-69B3196DAFA3}
84,Soinaste tn 1,5,Baastase,18,58.6575009,1,1,3,71,0.7067125,{12B40310-1377-4BD9-B4DD-E556DAB2DAB8}
85,Viljandi mnt 39,4,-,12,17.45747273,1,0,3,100,1,{396E663A-25FF-4535-96B3-76C195DE3F98}
86,Sõbra tn 15,13,Baastase,15,56.30725482,1,1,5,72,0.71846373,{034EC5D4-0C46-4D97-8313-DE9EBF50887E}
87,Kungla tn 4,6,-,16,58.87837668,1,0,4,100,1,{5C0C9D4E-7D1C-4D38-8125-39B7562448FE}
88,Kesk tn 11,15,Baastase,18,60.35853996,3,1,3,70,0.6982073,{DD41E831-FBA4-492E-81AC-BBA6E8CE2634}
89,Mäe tn 51,6,Baastase,10,36.4778946,1,1,3,82,0.81761053,{7967BDF2-637A-4846-8812-980EB8E8C09D}
90,L. Tolstoi tn 3,13,Baastase,9,58.1828183,2,4,5,71,0.70908591,{0B7BF565-3B7E-4340-94AC-87F36658630E}
91,Tehase tn 9,6,Baastase,14,58.16056785,1,1,5,71,0.70919716,{A246BC86-2E90-4B73-95D2-E321C09EEFC0}
92,Eha tn 21,18,Baastase,19,61.83323452,2,3,5,69,0.69083383,{AFEB7A2E-DF45-4F04-A072-C1006354E040}
93,Võru tn 67 // 67a,11,Baastase,17,57.5592095,1,1,4,71,0.71220395,{64C5F32E-0CE6-40EE-B7BC-233E4CD6A481}
94,J. V. Jannseni tn 13,4,Baastase,5,45.7232523,1,1,3,77,0.77138374,{C0264D1B-FC81-4F95-898D-BF0ACC462108}
95,Rahu tn 5,9,Baastase,4,60.50196532,2,5,4,70,0.69749017,{35EE0A70-AFA2-440D-8BCD-BB2F38E29C97}
96,Emajõe tn 9 // 9a,14,Baastase,25,53.46719642,1,1,4,73,0.73266402,{673E1798-72C0-48D6-9B59-94115122B5D4}
97,Ülikooli tn 6a,155,Hea tase,124,68.53960459,4,6,11,31,0.31460395,{FC774DFD-77AB-4FE5-8D27-99BF3F70CEE1}
98,Alevi tn 13,8,Baastase,16,58.24141275,1,1,5,71,0.70879294,{3373500F-2B5A-446A-A956-EE2157EA2054}
99,Jakobi tn 45,29,Baastase,29,49.39478649,2,2,4,75,0.75302607,{03EFAEBD-FF37-4AFC-B7F4-2D155F5B37D3}
100,Veski tn 1 // 3,54,Baastase,38,50.19791268,3,3,4,75,0.74901044,{48F7507F-93FF-41BE-82B7-704E33764CF6}
101,Jakobi tn 41,42,Baastase,32,49.39478649,2,2,4,75,0.75302607,{E89DA517-D503-4FF8-BBE8-319AFB7E1C24}
102,Kopli tn 45,0,-,1,24.12744236,1,0,0,100,1,{29744DD7-F5D2-4A18-A63B-5F216FD1F148}
103,Orava tn 8,6,Baastase,9,50.36891419,1,1,3,75,0.74815543,{788B6DAD-F5F4-4EFE-939D-3EEA153966C2}
104,Kompanii tn 2 // Raekoja plats 16,149,Hea tase,136,69.76189818,2,2,11,30,0.30238102,{F0D28B6E-C69B-4EA0-92F2-FC6914E48ABD}
105,Ilmatari tn 36,4,Baastase,5,51.53815502,1,1,3,74,0.74230922,{27F33B22-77AD-4D70-9F05-0835F42AF4FA}
106,Ülase tn 2,6,Baastase,32,46.05729206,1,1,4,77,0.76971354,{24CAB4C1-D4B6-4A66-8824-3FE06A2012CF}
107,Puiestee tn 82a,9,Baastase,17,51.56565626,1,2,4,74,0.74217172,{9C2B75F0-9EE7-4579-B253-E1DE36057385}
108,Raekoja plats 14,150,Hea tase,131,69.76189818,3,3,11,30,0.30238102,{48FBAFD7-17AA-4501-8701-585FD3410515}
109,Rüütli tn 5,145,Hea tase,124,65.35624919,2,3,11,35,0.34643751,{CF15360F-DB4D-46E2-8813-F44879825B55}
110,Kastani tn 38a,36,Hea tase,36,73.77609308,2,5,8,26,0.26223907,{D94A4D43-6F44-48FE-B2D8-655411ADFA27}
111,Narva mnt 130,1,-,8,33.64490731,0,0,4,100,1,{7F0CD5F7-10C5-4B14-BF5F-055662A80C78}
112,Västriku tn 6,1,-,2,35.05461054,1,0,3,100,1,{67EA0F98-43A5-48AF-8884-F48BF700436D}
113,Jaama tn 51 // 51a,11,Baastase,14,54.61804537,2,3,7,73,0.72690977,{7B05A498-5E15-454F-99A0-E714DF8BA290}
114,Kivi tn 67,14,Hea tase,25,58.41296104,2,2,12,42,0.41587039,{868118DD-48B3-4DE0-97D9-943DF06360A2}
115,Kalevi tn 30,62,Hea tase,53,62.50185789,1,5,10,37,0.37498142,{3D631744-2B4E-46A4-9D2E-BD8359A3ED6F}
116,Salme tn 54,4,Baastase,5,40.87828695,2,1,4,80,0.79560857,{E97434C9-3B88-44A6-BB37-EF436B008199}
117,Kalevi tn 92a,13,Baastase,12,50.77414758,2,1,5,75,0.74612926,{34364E7F-2470-475B-9F2A-A2D5541F2FAC}
118,Eha tn 30,18,Baastase,13,59.44431236,2,5,9,70,0.70277844,{3FC8FD8F-51D4-46E6-9AA5-26FC141A2D51}
119,Kalevi tn 64,12,Baastase,11,59.6104143,1,3,10,70,0.70194793,{2A069FD0-4743-4F48-88DA-C2F73E946E8D}
120,Kivi tn 75a,13,Baastase,20,58.20472433,2,2,12,71,0.70897638,{9781FAA8-1753-456D-952B-01F58051BDF0}
121,Elva tn 11,23,-,14,47.64843028,2,0,3,100,1,{9A862FBE-03D2-41B0-A844-EE22A1D3EC40}
122,Eha tn 31,17,Baastase,18,62.66647809,2,4,8,69,0.68666761,{64ED1718-A4CE-4BBF-AE16-7C0DF8678578}
123,Nõmme tn 11,2,-,5,20.12272457,0,1,3,100,1,{323FC5B2-2AC5-4E1B-877C-BCCBB3952371}
124,Raua tn 16b,9,Baastase,12,49.39507545,2,1,5,75,0.75302462,{544574EC-ECF3-4E15-8D58-414F5C210E56}
125,J. Kuperjanovi tn 16,58,Hea tase,59,57.77539099,3,6,7,42,0.42224609,{24F80C39-7ABC-474B-B0C9-BA9DF2E3261E}
126,Kalevi tn 25,91,Hea tase,73,65.74393422,2,6,12,34,0.34256066,{B49AE05B-6771-42B9-89DD-2717DB3438AC}
127,Anne tn 18,13,Baastase,21,55.26635634,4,1,9,72,0.72366822,{325F464A-ED3B-4A34-9CE4-7491184D646D}
128,Ujula tn 78,6,-,6,49.24997376,0,1,3,100,1,{A79DA2D9-2604-419B-88A1-CAB349D25274}
129,J. Kuperjanovi tn 18,46,Hea tase,57,57.77539099,3,6,7,42,0.42224609,{CF1E1E0A-509F-4DDB-813E-40AEB40D53FD}
130,Kungla tn 1a,23,-,11,46.55108455,2,0,3,100,1,{A50B2ADE-1D40-4B86-A1F3-6A2647C83E66}
131,Võru tn 94,36,Hea tase,33,67.52544361,2,1,6,32,0.32474556,{0A6D6B8A-2227-4644-9ACD-A0E32C85A2E8}
132,Teguri tn 6,8,Baastase,17,58.59196473,1,1,4,71,0.70704018,{EC4D5398-63D1-4ED7-826B-B4B918B8E6FC}
133,Kesk kaar 2b,6,-,16,62.00461838,2,0,5,100,1,{8340E14E-99A9-4F3C-93A5-9A17A5B6981F}
134,Raudtee tn 64,1,-,2,22.73489251,0,0,1,100,1,{EE81C75E-5A67-4979-A5A4-2BA1D669A481}
135,Väike kaar 17,6,-,12,46.40519481,2,0,3,100,1,{3A9F9AA6-74FD-4315-AB47-6B5AB0589582}
136,Aasa tn 13,2,-,2,12.10923098,0,2,3,100,1,{8D22A680-5941-4925-A9B3-D46A78E4BC73}
137,Liiva tn 38,7,-,10,50.43778841,0,1,2,100,1,{02D59DAE-C98F-4C87-A706-B373F7AEE51A}
138,Puiestee tn 95a,7,Baastase,11,53.26863433,2,2,5,73,0.73365683,{C9C13604-CF25-47B9-B993-4B5709FDF66F}
139,Jaama tn 17,13,Baastase,37,57.24062441,2,3,4,71,0.71379688,{92EC6088-A55F-4E7F-901B-045B994C0B75}
140,Mõisavahe tn 34a,6,Baastase,9,35.92088439,2,4,6,82,0.82039558,{F08B47EB-FBE3-46CF-910A-CD4DAF3466F5}
141,F. Tuglase tn 19,8,-,6,51.46285473,0,1,3,100,1,{528A082F-CC5D-4682-9A81-40D3FDAAA3F3}
142,Fortuuna tn 1,142,Hea tase,103,70.53889493,3,2,11,29,0.29461105,{F138BF00-D11D-4A4B-AFF8-0ED29C4A2BAD}
143,Tamme pst 13,5,Baastase,8,45.04821356,1,1,3,77,0.77475893,{8D115DF4-019A-427A-846C-328AA50B9867}
144,Kalevi tn 89,12,Baastase,9,64.83383078,2,2,6,68,0.67583085,{200F75F9-5CE6-4F84-AB16-EE54E3807AD6}
145,Tähe tn 17,24,Baastase,19,68.63339599,2,5,10,66,0.65683302,{BED126D7-D099-45FB-8706-F5AA33D5687A}
146,Kalevi tn 93a,12,Baastase,10,55.55655971,2,1,5,72,0.7222172,{46B9AC14-A658-497E-A447-15AE2C1F567A}
147,Võru tn 58,45,Hea tase,36,65.64248699,2,6,9,34,0.34357513,{DD8CA064-0AA0-4335-8DE9-5F9AB0112B72}
148,Purde tn 4,3,Baastase,5,32.18651677,2,1,4,84,0.83906742,{51CBF29F-4509-4336-8288-D5EDDE4934B5}
149,Salme tn 5,12,Baastase,9,60.71781699,1,2,7,70,0.69641092,{65BDC927-B77C-401B-A6D8-587F91DB8E58}
150,Kalevi tn 111,4,Baastase,9,49.71867102,2,1,4,75,0.75140664,{BC297BF7-7C16-4A32-9980-2C2A1FC85031}
151,Eha tn 20,17,Baastase,19,62.66647809,2,4,8,69,0.68666761,{A7B8B51F-F5B2-4BD4-83EF-16BEA3F609FC}
152,Võru tn 54 // 56,47,Hea tase,39,66.69058792,2,6,9,33,0.33309412,{C8E9957E-B988-4EF3-AB6B-13737346D0F5}
153,Pargi tn 6,27,Hea tase,22,64.06595701,2,6,9,36,0.35934043,{4F50B691-1853-4B8B-AB0D-AF6D32B7C8C8}
154,Riia tn 151,2,Baastase,7,35.27766563,1,1,1,82,0.82361167,{8C5A47E9-EE4E-4786-A8DA-A5D895F03605}
155,Raudtee tn 4,6,-,16,60.91285327,2,0,4,100,1,{CE7310C2-3870-4558-9635-3377D73FB5EB}
156,Tamme pst 22a,4,Baastase,8,47.60617389,1,1,3,76,0.76196913,{E287D0E8-5027-491D-9001-A371ED9805D5}
157,Tähe tn 37 // 39 // 41,17,Baastase,16,60.39030059,3,4,7,70,0.6980485,{A7180441-86A2-414F-924F-73E05993F3C3}
158,Koidu tn 15,19,Baastase,16,60.7674276,2,4,9,70,0.69616286,{BDA2C6FE-0E65-401B-9738-204785829C9B}
159,Ringtee tn 32,4,-,7,14.87556423,0,0,1,100,1,{AFAE3E20-2C7B-471E-8002-8380A287097C}
160,Vallikraavi tn 2,155,Hea tase,124,72.0014466,4,6,11,28,0.27998553,{B85469CA-6B6A-429F-9127-2D9A39F63433}
161,Kompanii tn 4 // Küütri tn 16,145,Hea tase,131,65.35624919,1,2,11,35,0.34643751,{2C7C5946-924A-42CC-A33C-8CD9A41B7E5F}
162,Võru tn 48,44,Hea tase,30,65.91082811,2,6,9,34,0.34089172,{B2AE7746-16F1-4DF6-96C3-FDEFCBA33F74}
163,Tähe tn 66,13,Baastase,18,57.98183366,2,2,5,71,0.71009083,{D1BB10E2-5977-4794-BAF4-F0BDA22296F0}
164,K. A. Hermanni tn 9,11,Baastase,17,48.71743515,2,2,2,76,0.75641282,{49E81894-9579-46CE-AEAA-669A463FE1C0}
165,Oa tn 36,1,Baastase,21,39.93569904,1,2,1,80,0.8003215,{84706A7C-E862-4498-B47D-E64A8C8908D0}
166,Lepiku tn 12,23,Baastase,27,45.85993734,1,3,2,77,0.77070031,{D6122638-A067-4935-8976-D7528BE62EEE}
167,L. Koidula tn 4,4,Baastase,7,42.6672605,2,1,3,79,0.7866637,{3F2E438E-F19C-4BF2-A596-F1839130A966}
168,Roosi tn 40 // 40a,7,Baastase,9,37.52599554,1,2,4,81,0.81237002,{2E6003FE-FE0D-4228-8621-11E5BD972616}
169,Puiestee tn 11a,2,-,1,48.34985433,0,1,4,100,1,{03359791-E120-422D-A937-337731970EE7}
170,Pikk tn 19,55,Hea tase,54,62.07647651,2,2,11,38,0.37923523,{1D3E4464-E292-4D28-9D73-5446AB4483A3}
171,Raatuse tn 61,26,Hea tase,30,59.65170458,2,3,12,40,0.40348295,{A2A45D0C-D1C1-4596-809B-DFBEF84248A7}
172,Narva mnt 98,13,Baastase,34,54.24068583,2,4,4,73,0.72879657,{7A67A3C6-9571-4CE2-A4CF-E73A7C5C7C6D}
173,Paju tn 11,19,Hea tase,23,55.28835382,4,1,11,45,0.44711646,{505FABEC-DFAD-4EBC-9D17-868A1857642E}
174,J. Kuperjanovi tn 68,18,Baastase,22,54.06282142,2,4,2,73,0.72968589,{8FE31D2E-8128-46BE-BC3E-632AD56253FB}
175,Aida tn 2a // Kalevi tn 34,52,Hea tase,47,62.50185789,1,5,10,37,0.37498142,{FC463266-E493-4B0A-BF0B-3A36CABA6D64}
176,Vanemuise tn 46 // 46a,53,Hea tase,50,78.59030086,3,6,8,21,0.21409699,{DD49999E-734E-4D88-A7D2-27298F980E76}
177,Lai tn 38 // 40,104,Hea tase,87,67.72609551,1,2,11,32,0.32273904,{AE0920F5-B9A6-4739-8914-E689FDF7AAC5}
178,Jakobi tn 1 // Ülikooli tn 18 // 18a // 18b // 20,130,Hea tase,113,63.06223048,3,5,10,37,0.3693777,{B9212371-46BB-4419-8DE4-4D2AF1792243}
179,W. Struve tn 1,143,Hea tase,112,82.44364365,4,7,11,18,0.17556356,{E175D2E7-B090-49B8-87EC-E0BFA69F9202}
180,Pepleri tn 14,96,Hea tase,79,84.32689506,4,6,10,16,0.15673105,{4189C1E5-A422-44D1-B060-5858DB16E7CC}
181,Tiigi tn 14,48,Hea tase,44,59.36796036,3,6,7,41,0.4063204,{2200FC4C-E790-460D-BCF8-41C195E0A083}
182,Vallikraavi tn 25,105,Hea tase,77,56.08135396,3,7,6,44,0.43918646,{F58F7066-3E8D-4D27-B4EA-35BCFF61625C}
183,K. A. Hermanni tn 19,8,Baastase,24,51.96240588,2,2,3,74,0.74018797,{4239CE15-782B-425B-AEDD-2056DABB3906}
184,Narva mnt 25,133,Hea tase,115,65.64431119,2,3,12,34,0.34355689,{1EF03BCB-9B1C-46EB-9FE6-ED1D72902652}
185,Roosi tn 79 // 79a,3,Baastase,9,36.01194387,1,1,4,82,0.81994028,{CF5B2D30-0E7C-44A2-97D7-CEA9B1F25AB7}
186,Õnne tn 45,12,Baastase,10,64.83383078,2,2,6,68,0.67583085,{DA1DC5BB-76A8-4C7F-86DC-1BA20CEFE452}
187,J. Hurda tn 5,10,Baastase,15,48.5459968,2,2,3,76,0.75727002,{6877177E-86AC-4FD1-AA1E-9478FE96F3E9}
188,Vaba tn 42c,9,Baastase,13,59.95935612,2,1,5,70,0.70020322,{C43AC97F-B235-414E-A69D-8D312DA7B0A5}
189,Väike-Tähe tn 8,49,Hea tase,33,68.18521156,2,6,10,32,0.31814788,{5D09E288-5E42-40B8-BF6A-F3622E16A4A4}
190,Jaama tn 2,19,Hea tase,35,58.51840304,2,3,6,41,0.41481597,{46736FD8-003C-4BEE-8E1F-EAFB83734D96}
191,Mäe tn 28,15,Hea tase,38,57.04160408,1,2,10,43,0.42958396,{EF794367-E605-4B2B-998F-2F19DE6A8429}
192,Puiestee tn 43a,9,Baastase,24,53.6273675,1,2,4,73,0.73186316,{EE7F636C-19DA-4A52-B7D2-6D01A836AF61}
193,Narva mnt 23,141,Hea tase,121,66.08020486,3,2,12,34,0.33919795,{752AE602-F18F-4B60-B03E-F7C1302BE789}
194,Narva mnt 100,11,Baastase,32,54.24068583,2,4,4,73,0.72879657,{BF17C5CE-3660-4CF2-BDC2-428C5EA7B63E}
195,Kure tn 19,1,Baastase,3,37.99958653,1,2,1,81,0.81000207,{5A05474F-56BF-460F-998B-F39919BFFE4A}
196,Räni tn 27a,1,Baastase,3,37.99958653,1,2,1,81,0.81000207,{B07FAD09-CEB9-47FE-8A7D-31D875815B73}
197,Rüütli tn 7,144,Hea tase,129,65.92349052,2,1,11,34,0.34076509,{8F6FB488-9901-439B-A337-9AB801526D81}
198,Kivi tn 19,127,Hea tase,95,61.62675975,2,2,11,38,0.3837324,{C894CBAB-7A13-44EA-9EDE-462B95BE52EC}
199,Turu tn 27a,11,Baastase,15,64.30312513,1,2,11,68,0.67848437,{26A5DDE5-8F96-448F-9BAA-9FB2C53F2FC1}
200,Riia tn 128,8,Baastase,18,37.12829927,1,1,4,81,0.8143585,{95C062E3-E401-41E0-9052-D025A9FB3C27}
