OBJECTID,Aadress,Toidukoht_arv,Teenustase,Teenus_arv,Tookoht_protsent,Kool_arv,Lasteaed_arv,Toidupood_arv,Parkimisnorm,Parkimis_koefitsent,GlobalID
759,Uus tn 47,13,Baastase,18,55.28835382,3,1,13,72,0.72355823,{44FB729B-26FE-4CF1-8739-A19733F56F95}
760,Eha tn 39a,15,Baastase,7,52.98409913,1,5,9,74,0.7350795,{0505B9C7-4D8D-4F20-9342-0A7B052BDBD7}
761,Nõlvaku tn 5,8,Baastase,12,32.79631706,2,5,6,84,0.83601841,{4F5762F1-B2B9-4361-986C-CFA958A54257}
762,N. Lunini tn 1,6,Baastase,19,54.80306748,1,1,3,73,0.72598466,{53740757-DE9F-4C00-9D7F-AB16CDA0600A}
763,J. Hurda tn 13a,9,Baastase,12,53.34066174,2,2,3,73,0.73329669,{872EF63B-8CCD-46F6-8171-B1976AAF5E79}
764,J. V. Jannseni tn 18,5,Baastase,8,45.7232523,1,1,3,77,0.77138374,{DDE1FB3A-FD06-4C15-8501-103757D4D175}
765,Veski tn 38,29,Baastase,47,56.56655372,3,7,4,72,0.71716723,{29AF3DA2-983E-4189-B10A-5DE1C85BBADC}
766,Kruusamäe tn 17,0,-,4,10.94813437,0,0,3,100,1,{56F83F4E-4A62-47A4-9388-4981DC79757C}
767,Kesk kaar 6a,5,-,2,57.8270165,1,0,4,100,1,{F95418C5-AC16-4917-AD0E-B7A1ADEFA1E8}
768,Lembitu tn 2a,25,-,24,55.9102931,3,0,3,100,1,{3ADDDA80-FAF9-4070-BB64-4FE5E8DF6D36}
769,Kraavi tn 2,6,Baastase,3,39.12028112,1,1,3,80,0.80439859,{4B9E8B56-95BA-415D-93EC-D38823C7AF0D}
770,Poe tn 8,152,Hea tase,129,74.48774339,3,4,11,26,0.25512257,{133DFAED-1EE3-404B-AF7F-B915A8329ABE}
771,Soinaste tn 23,1,Baastase,4,37.99958653,1,2,1,81,0.81000207,{658C77FD-8D5C-4EA0-B8D8-E97645D88ADA}
772,Tamme pst 81,1,Baastase,2,45.60193339,1,2,1,77,0.77199033,{26D1F9FD-1CCA-4489-815D-64395F121780}
773,Alasi tn 5,1,Baastase,10,56.72219493,1,2,2,72,0.71638903,{7EBDE2EC-3E01-41AA-B23F-9815EDD78F1D}
774,Salme tn 29 // 29a,10,-,11,48.70483305,2,0,5,100,1,{819EA02F-FB98-47FE-B099-2F048B577748}
775,Tihase tn 6,2,Baastase,2,34.38176473,2,1,1,83,0.82809118,{2FC2A7BB-626D-40A8-B75A-3E375CF5EC12}
776,Riia mnt 158,6,-,1,36.75913067,0,1,2,100,1,{E66A4577-65AA-4A5A-BD67-BF889FFA601B}
777,Kummeli tn 15,1,-,4,20.90122738,0,1,2,100,1,{BFDC1115-417A-465B-AD7F-A7D6F8003CB5}
778,Kapteni tn 9,0,-,1,2.09654044,0,0,0,100,1,{39A9A14F-474F-4A91-AA06-DD2379A163AC}
779,Raatuse tn 111,7,Baastase,14,54.84000302,2,2,5,73,0.72579998,{E938D400-085B-4730-BC31-56A485823FBA}
780,A. Kitzbergi tn 2,17,Baastase,13,53.19801276,2,5,9,73,0.73400994,{1DF962E6-9CC3-47D7-81FC-D8C66FA0CA8F}
781,Timuti tn 25,0,-,0,16.70156769,0,0,0,100,1,{BB95E652-4F7A-44BE-A66D-BFD51B74B75A}
782,Narva mnt 103 // 105,28,Hea tase,45,57.6545527,2,3,10,42,0.42345447,{FA466287-D821-4B37-A5F3-488421699D13}
783,Tähe tn 58b/2,13,Baastase,8,58.96507362,2,2,5,71,0.70517463,{3295706B-BC80-4B5A-A089-05309B43B721}
784,Veski tn 47 // 49,33,Hea tase,47,55.76342753,3,6,5,44,0.44236572,{4AC3EA98-8286-4724-9785-880FA219FD1B}
785,Rüütli tn 8,142,Hea tase,125,65.72447019,1,1,10,34,0.3427553,{1BD0ACE9-555F-45FB-BFC5-218DBAD4460D}
786,Saalungi tn 2 // 4,1,-,4,14.84643434,1,0,3,100,1,{59743941-CFF9-4415-88D4-AC7BFDFFFB87}
787,Saalungi tn 6,1,-,0,13.73848195,0,0,3,100,1,{809AF6C8-861B-4537-81A1-2A70016CB5D3}
788,Saalungi tn 8,1,-,0,9.91345376,0,0,3,100,1,{DD10840F-E958-46A7-8665-B9E64759B90B}
789,Saalungi tn 10,2,-,1,13.73848195,0,0,3,100,1,{2743B221-FDE8-4D98-9320-23EE808B016E}
790,Salme tn 42a,5,Baastase,5,32.24848139,2,1,5,84,0.83875759,{DD7EBD2A-83C9-4ED5-841B-EA2F6141B373}
791,Väike kaar 38,6,-,15,52.82010937,2,0,3,100,1,{0F0AB25E-53C2-4622-865E-C7D8E910004F}
792,Munga tn 10,123,Hea tase,110,60.01086293,2,3,10,40,0.39989137,{F98961A7-2208-433D-9BFA-060FE6890FCF}
793,Turu tn 34,2,-,2,20.96401897,1,0,3,100,1,{256C45FB-1551-48F9-A877-795C789D9799}
794,Kivi tn 35,46,Hea tase,50,59.65170458,2,2,11,40,0.40348295,{8D215781-CD1F-46E0-B204-8198D9F7ED7B}
795,Kivi tn 33,55,Hea tase,54,62.07647651,2,2,11,38,0.37923523,{D88572C3-7CDB-42F4-A237-3916FD20D031}
796,Lossi tn 15,128,Hea tase,90,61.22182017,3,5,10,39,0.3877818,{579BE7BC-58E4-4F5F-A981-6E1AF7ECFBA7}
797,Maisi tn 23,3,Baastase,9,51.79835483,1,3,3,74,0.74100823,{81D28080-DCC0-4C0D-BFB6-621441FED43D}
798,Sepa tn 15a,4,Baastase,7,56.88430794,1,2,4,72,0.71557846,{4F226E52-6AE3-44A3-BAE9-621AA8B5CFB2}
799,Liivamäe tn 1,0,-,4,19.74624552,0,0,3,100,1,{B422CF84-ED72-43A3-A339-E32505E1477E}
800,Kingu tn 1 // Puiestee tn 49b,8,Baastase,17,52.0380243,1,1,4,74,0.73980988,{C2D181ED-E257-4B76-897F-F6FE1CC56883}
801,Puiestee tn 49a,9,Baastase,17,53.6273675,1,1,4,73,0.73186316,{BEFB1DE9-B140-471C-8DE1-D6D2BD203CE8}
802,Võru tn 136 // 136a,15,-,17,57.08057203,3,0,5,100,1,{D92ED89D-243E-44C9-8770-84E10F5904BA}
803,Laulupeo pst 13,10,Baastase,16,48.65956551,2,2,1,76,0.75670217,{E7B1CAFE-9E7F-433C-850F-95AEDDF5C69B}
804,Kalevi tn 18a,102,Hea tase,78,67.33327742,2,6,12,33,0.32666723,{D5080D99-77A7-4083-99FB-D148A0AD7F91}
805,Küütri tn 3,142,Hea tase,125,65.72447019,2,2,11,34,0.3427553,{A1BFC9F6-9E9B-4033-A053-9B83C1833679}
806,Vambola tn 4,3,Baastase,16,46.92941699,1,1,4,77,0.76535292,{88D85998-DFE9-48E6-8195-72A0636C6783}
807,Sepavälja tn 15,1,Baastase,9,53.39401027,1,2,3,73,0.73302995,{CDA36B0F-9015-403D-A549-5B240AD353D3}
808,Kastani tn 18,35,Hea tase,35,63.99877079,2,6,6,36,0.36001229,{EAFC79FF-954A-4256-BA47-BE9580AE8F68}
809,Väike-Tähe tn 3 // 5,51,Hea tase,36,69.23331249,2,7,12,31,0.30766688,{0467A4A2-D0C8-4E4F-BE05-C06B06525299}
810,Riia tn 64,7,Baastase,19,60.94147627,2,1,3,70,0.69529262,{70F6EA20-EEEF-427F-9EE6-75DD372B76A2}
811,Ööbiku tn 10a,3,-,2,29.51353906,1,0,2,100,1,{B28BD727-7EC6-4176-893B-FBF59BB55CEF}
812,Jaama tn 16,14,Hea tase,22,55.50377255,1,2,9,44,0.44496227,{61934D2D-E8A3-45F8-AB52-256AC6099183}
813,Liiva tn 10,8,Baastase,26,54.10822808,1,2,4,73,0.72945886,{E1EE2F8E-E69C-48C3-B6F7-7D6117E9F9AD}
814,Jaama tn 56c,8,Baastase,15,57.16690608,2,2,8,71,0.71416547,{8FF005EE-B016-4046-A4D2-549DBCFEE99E}
815,Jaama tn 23,14,Hea tase,26,54.96665445,1,2,8,45,0.45033346,{CC1D0727-EF31-40E9-A006-F5774087342A}
816,Peetriturg 2,6,Baastase,9,50.36891419,1,1,4,75,0.74815543,{F3352762-A42A-4C09-8858-4ACB95497B01}
817,J. Kuperjanovi tn 38a,32,Hea tase,31,57.65326359,3,5,5,42,0.42346736,{00FB3A9B-5F75-46B7-A795-39FC38764611}
818,Soola tn 2,136,Hea tase,104,84.93158368,3,5,12,15,0.15068416,{A560FF20-EC18-4CC0-A70A-5061C13B3C9E}
819,Sangla tn 65,2,-,6,17.89202671,1,0,3,100,1,{C93B8CF9-9270-4BD4-8A1E-8F5442F9E532}
820,Küüni tn 5a,153,Hea tase,125,74.48774339,4,5,11,26,0.25512257,{0899339E-F88C-49D4-9FC9-6E46E0909B88}
821,Aardlavälja tn 1a,8,Baastase,9,63.71034881,2,3,3,68,0.68144826,{2C707068-8442-46B2-B6E7-288948272546}
822,Aardlavälja tn 4,9,Baastase,10,64.595214,2,2,3,68,0.67702393,{0B8E0E48-8741-4F63-BFB0-BBCBD61EAB09}
823,Väike-Tähe tn 12 // 14 // 16,59,Hea tase,42,75.4297602,3,7,10,25,0.2457024,{332A0474-BD19-43D6-BD08-C6DA7A0851E1}
824,Sepakuru tn 27,1,Baastase,10,52.59999733,1,1,1,74,0.73700001,{EA0BD424-512B-4155-B460-B203968791A0}
825,Toominga tn 1/1,8,Baastase,10,64.595214,2,3,3,68,0.67702393,{8D787A12-4146-407F-BA35-15EBF7CC9FF5}
826,Toominga tn 1/2,8,Baastase,10,63.48781131,2,3,3,68,0.68256094,{1D1397D5-FB93-421F-8610-E4CE6FCA6AEC}
827,Toominga tn 1/3,8,Baastase,10,63.05641443,2,3,3,68,0.68471793,{74F65EAB-D603-4136-B1FA-2AA063CC4664}
828,Toominga tn 1/4,8,Baastase,10,63.05641443,2,3,3,68,0.68471793,{9001402F-B7D3-47C5-A485-EC7FA57ABD54}
829,Toominga tn 1/5,8,Baastase,10,63.05641443,2,3,3,68,0.68471793,{8C1B84E0-6E9D-4D25-8618-730297C4A873}
830,Toominga tn 1/6,8,Baastase,10,63.05641443,2,3,3,68,0.68471793,{5A58FFB8-8C2C-41AA-B764-BC6FF2BF1B41}
831,L. Koidula tn 17,11,Baastase,9,47.10619953,1,2,2,76,0.764469,{F2C26F82-F3A6-4F81-B39E-D3C6B3A37D34}
832,Astri tn 3,4,Baastase,20,42.370849,1,3,4,79,0.78814576,{7ACBEDD2-6F26-4D2A-98EE-B7D930EEC8EC}
833,Vikerkaare tn 55,6,Baastase,23,55.35989868,2,2,4,72,0.72320051,{0BB4BF02-96B6-468E-8740-45272408BD99}
834,Nelgi tn 23,6,Baastase,21,36.57006028,1,2,4,82,0.8171497,{A06360FF-C970-4A19-9709-38D4B43F60CF}
835,Anne tn 7,11,Baastase,16,55.26635634,4,1,8,72,0.72366822,{782FFC33-5F80-4576-9DCB-4C69A8973CAC}
836,Linda tn 19,11,-,13,57.85260499,2,0,5,100,1,{EAA8AC9B-35BD-4487-94DA-AB6637AC2C0C}
837,Kalevi tn 26,68,Hea tase,57,62.50185789,1,5,10,37,0.37498142,{655EFFAF-9DD6-4CB5-957C-86082B3615BB}
838,Salme tn 14 // 14a,13,Baastase,11,60.73401302,2,2,6,70,0.69632993,{06224D94-4359-4094-B60C-5F5EC9460A99}
839,Vaba tn 13,16,Baastase,18,56.66994871,3,1,5,72,0.71665026,{7CBF8786-B15C-4A7C-99DD-07A64D01996F}
840,Aardlavälja tn 5,9,Baastase,10,64.595214,2,2,3,68,0.67702393,{D21750C0-ED87-4029-A0B2-1A3046625F3E}
841,Vilja tn 12,1,-,4,11.16751771,0,1,2,100,1,{030E3644-6AAA-4C2C-A626-EA254CDB7D58}
842,Ilmatsalu põik 1,2,Baastase,6,28.35673786,1,3,3,86,0.85821631,{90624E93-8FFE-4B3F-9C6C-220B60338B27}
843,Sepa tn 23,5,-,7,23.88881488,0,1,2,100,1,{B0A7949D-6CD7-43F9-B79E-BD93DD5515E1}
844,Kroonuaia tn 22 // 24,86,Hea tase,71,50.76855919,2,3,7,49,0.49231441,{8EBACCA5-9F18-4967-A1B7-79239C463011}
845,Kalevi tn 95,13,Baastase,10,58.12373933,2,1,5,71,0.7093813,{30762D50-5090-41F6-A667-B1BE799BC10E}
846,Pallase pst 65,0,-,2,0.29213362,0,0,2,100,1,{D5D9A571-5601-4487-9EBE-EC71D322E08F}
847,Gildi tn 1,127,Hea tase,113,62.56326697,1,4,10,37,0.37436733,{A39F5E89-B7B4-4C4C-B08A-7260A36DE3E3}
848,Staadioni tn 28a,6,-,9,49.91884815,0,1,3,100,1,{B3F18C72-FA59-40BF-A393-2E1893978F84}
849,Vapramäe tn 14,4,Baastase,13,37.30572394,1,1,2,81,0.81347138,{CEDC5CED-A5FA-4CEC-AB05-301F62BBF88B}
850,Nooruse tn 40,3,Baastase,15,35.27766563,1,1,2,82,0.82361167,{E71C9061-ACE3-4038-977B-DA06633291C0}
851,Säde tn 16,4,Baastase,17,56.29194317,1,1,3,72,0.71854028,{12732277-D982-46C0-9010-5FACA00401BE}
852,Ringtee tn 83,0,-,0,9.59619669,0,0,1,100,1,{FFF8EFE1-7681-4E84-8DBF-9D5313897B57}
853,Eha tn 24 // 26 // 28,18,Baastase,18,63.6570538,2,5,8,68,0.68171473,{EB6D1133-3ED1-4A51-892B-86C0ECD270EC}
854,L. Tolstoi tn 11,12,Baastase,8,59.07062945,2,2,5,70,0.70464685,{055A5FD3-9306-4684-8A31-C04187486C89}
855,Tamme põik 1,1,Baastase,3,35.32293609,1,2,1,82,0.82338532,{8364C806-4685-400A-9F31-2D44E6C8D802}
856,Sepakuru tn 14,2,Baastase,9,52.59999733,1,3,3,74,0.73700001,{3BAE7516-3092-4553-98FC-9C03A5A937DC}
857,Õpetaja tn 8,83,Hea tase,66,74.18898133,3,6,8,26,0.25811019,{31C1B2D6-6946-486A-B3C6-AA978E09DB10}
858,Kalevi tn 109,5,-,11,36.10460767,2,0,5,100,1,{758717F9-A943-4DFA-A2BC-C420B8F1613E}
859,Kivi tn 68,14,Hea tase,22,58.20472433,2,2,11,42,0.41795276,{AF22633D-FF3E-4EF6-B910-80EC92FE38C7}
860,A. Haava tn 17,10,Baastase,30,55.86126721,2,2,2,72,0.72069366,{5ADE2CA9-C303-41B1-A5FE-24C87A6967E3}
861,K. A. Hermanni tn 14,11,Baastase,29,52.04328872,3,2,2,74,0.73978356,{81B74423-8E00-41C1-878D-1D9CF7652DA0}
862,Vikerkaare tn 4,11,Baastase,16,48.71743515,2,2,1,76,0.75641282,{5121C2A1-0B29-4A65-8203-1A0B5A588543}
863,Toominga tn 1/7,8,Baastase,10,63.05641443,2,3,3,68,0.68471793,{7DA34102-9A4E-48AF-AFB0-3EFD2087D812}
864,Toominga tn 1/8,8,Baastase,10,63.05641443,1,3,3,68,0.68471793,{FFDED957-EE7B-4DCB-9911-89A5D7B86AC5}
865,Toominga tn 1/9,8,Baastase,10,63.05641443,1,3,3,68,0.68471793,{D30BE594-5F25-4EC4-B984-73A1CD9A9024}
866,Raekoja plats 2,143,Hea tase,108,63.51132361,3,5,10,36,0.36488676,{3743CA3A-29A6-41BA-A900-02BC202B59BF}
867,Raekoja plats 4,145,Hea tase,123,65.35624919,2,3,11,35,0.34643751,{1F0F081E-E0A7-46B9-A9C2-50D54537D9C9}
868,Pikk tn 49,32,Hea tase,36,59.74590461,2,3,13,40,0.40254095,{D0D05E10-61F7-4145-9BBE-351EA9925B84}
869,Kruusamäe tn 21,1,-,2,5.64099221,0,1,3,100,1,{95563F85-F4CB-4F96-95F1-650895701DF3}
870,Ääsi tn 2a,0,-,9,51.79687114,1,1,1,100,1,{DFAEFB35-375F-4D31-AECA-B33B9EDD4F1F}
871,K. A. Hermanni tn 3,14,Baastase,23,49.09525876,2,2,1,75,0.75452371,{61AEA307-5D54-472F-9A45-0AF4A1305010}
872,J. Hurda tn 4,11,Baastase,16,48.49376323,2,2,3,76,0.75753118,{9F174C96-27E0-44C6-9699-D719FEF227F7}
873,Vaba tn 33a,12,Baastase,12,50.77414758,2,1,5,75,0.74612926,{543C17A7-7EDB-4FD4-8FA1-80400F87048C}
874,Koidu tn 20 // 22,21,Baastase,17,60.7674276,2,4,10,70,0.69616286,{6D8063A9-BEAF-4B0F-898B-498BC377B0F8}
875,Õnne tn 3,29,Baastase,24,61.57019186,2,1,4,69,0.69214904,{367F0E2B-82F7-4811-B80B-25DDFE18F921}
876,Tähe tn 95,6,Baastase,8,59.73854455,1,1,5,70,0.70130728,{78530012-CC0E-45CC-B054-1CE5C67B46FC}
877,Uus tn 34,7,Baastase,15,57.08886024,2,1,11,71,0.7145557,{B217324D-7549-4945-A50F-8A8082799F67}
878,Väike kaar 2a,10,-,15,56.09493286,2,0,5,100,1,{B586FFE2-2F14-4223-8172-CB5115958484}
879,Kalevi tn 18c,92,Hea tase,74,65.74393422,2,6,12,34,0.34256066,{AC4DAF6B-AA37-4921-8EC4-356DF3E058EE}
880,Tamme pst 101,1,-,2,40.43599641,0,1,1,100,1,{AFEEEBC5-3A3E-4EA6-8CB2-49B4C56F6F5A}
881,Kuu tn 2 // 2a,13,Baastase,17,57.51756703,2,1,4,71,0.71241216,{D6180174-2508-4835-B5AE-6E114DAA7013}
882,Koidu tn 12,25,Baastase,19,64.80287572,2,5,10,68,0.67598562,{D9E3E03E-72D2-4D38-865C-F3D8A665C161}
883,A. Starkopfi tn 5,0,-,2,0.1794775,0,0,2,100,1,{2053ACEA-D60D-4088-958A-76EB944C0E6D}
884,Hiie tn 8,10,Baastase,9,55.83481964,1,2,2,72,0.7208259,{BCB38A9F-4996-4D14-91A9-939B11B28AF2}
885,Tammelehe tn 27,1,-,3,39.34767928,0,1,1,100,1,{035A0076-C5DA-4693-9CE4-A9A1DBDFC46C}
886,Raudtee tn 74,0,-,2,23.25955153,0,0,1,100,1,{DCCCF501-EA0F-481D-B574-391C4ABE3D2D}
887,Kalevi tn 68,12,Baastase,9,59.6104143,1,3,9,70,0.70194793,{9344B962-83F5-4B61-A1D2-967CEEAC2721}
888,Jõe tn 1,11,Baastase,9,59.6104143,1,2,8,70,0.70194793,{3CA0024D-F2E6-4A5F-816E-7D72469926D3}
889,Elva tn 8,17,-,16,54.32298037,2,0,3,100,1,{6A86BE2D-591E-442A-AA2A-94655D22EE79}
890,Kivi tn 58,13,Baastase,20,58.20472433,2,2,12,71,0.70897638,{9D96397B-CDEE-48EA-92D0-806587F986ED}
891,Turu tn 37,4,Baastase,7,27.86681852,1,1,3,86,0.86066591,{7CE4C0B1-2250-4E8F-8FB1-D4AF79355082}
892,Tammekuru tn 13,4,-,12,33.37250332,1,0,6,100,1,{8E80C2F0-89CA-4A68-A432-85C29AE91C83}
893,Räni põik 12,3,-,2,22.41604376,1,0,3,100,1,{7709C45C-4D02-433B-8615-9626CED2C63F}
894,Sõbra tn 17,13,Baastase,17,56.30725482,2,1,7,72,0.71846373,{5CA8C37B-8EA7-44E7-BAF8-C37B4610DC3A}
895,Vainu tn 5,2,-,3,12.10923098,0,2,2,100,1,{0C594CE8-B934-4AF1-A4F0-567CB126D119}
896,Vikerkaare tn 47,5,-,17,54.411664,2,0,3,100,1,{83C00DF6-2CD4-40B5-8D26-B2191C8A0BAC}
897,Ehitaja tn 29,3,Baastase,16,42.84798625,1,1,2,79,0.78576007,{0250A1DB-7F54-45B4-9CF9-4D2B19CD5576}
898,Ehitaja tn 35,3,Baastase,15,43.34838577,1,1,2,78,0.78325807,{07D36086-3721-42D5-A9EA-78290A044E5B}
899,Ehitaja tn 30,3,Baastase,16,42.84798625,1,1,2,79,0.78576007,{16DE8AA0-0DD3-441B-B129-A0C42ACDA8E0}
900,Ehitaja tn 49,3,-,11,35.27766563,0,1,1,100,1,{1C9B83A5-F940-4B8F-9820-CE81A2DB25E3}
901,Peetri tn 74,8,Baastase,13,50.36891419,1,2,4,75,0.74815543,{389B8E14-71C7-4420-B25D-D82C71C1D02F}
902,Pihlaka tn 4,8,Baastase,10,63.30905181,1,1,3,68,0.68345474,{439BF871-87D1-4785-B724-BFFF34010AB2}
903,Leevikese tn 7,2,Baastase,3,46.80316932,1,1,1,77,0.76598415,{77C2F2E3-9C6F-4E0C-9745-5CCA4385D193}
904,Vilja tn 10,1,-,4,11.00127859,0,1,2,100,1,{AEA844B0-75C8-4C1C-995D-4850EEC53BD9}
905,Võru tn 180,8,Baastase,10,64.595214,2,3,3,68,0.67702393,{2AA0920F-7EB8-41CB-A354-E7E9768A7AA9}
906,Kesk kaar 33,5,Baastase,12,54.84491038,1,1,3,73,0.72577545,{1348EB5D-A2A7-4E94-BDB4-F4660D9927F9}
907,Ööbiku tn 1,3,-,1,43.99365153,2,0,2,100,1,{0899C24E-F76E-4B5C-8D43-3E301112FAC4}
908,Tamme pst 102a,1,-,2,39.72939258,0,1,1,100,1,{FD978C47-C6FF-4A8F-B6A4-D06BB5FBA016}
909,Tamme pst 106a,1,-,2,39.12340027,0,1,1,100,1,{4093091C-905F-41FF-929A-07FBA1191480}
910,A. Johani tn 8,0,-,2,1.84213041,0,0,2,100,1,{C4D3889E-91E4-4A79-9A3E-DC98ED9DFB07}
911,Männimetsa tee 8,0,-,0,1.30585777,0,0,0,100,1,{3C205624-296A-4FFC-88A4-8919C9AD0F8E}
912,Raudtee tn 102a,0,-,0,10.90879283,0,0,1,100,1,{9ADB2554-62C5-4977-B7C8-ED88A8695ECB}
913,Raudtee tn 100,0,-,0,12.72680968,0,0,1,100,1,{C90C2294-2487-410D-BAF0-33579A972DF8}
914,Tähe tn 113,9,Baastase,6,61.51840194,1,3,3,69,0.69240799,{CD1F1E46-0B6D-4DA4-8528-930EE340EE6A}
915,Roopa tn 5,4,-,1,40.01616159,1,0,3,100,1,{ACA4398C-AC6F-4308-8E0C-F33FA3B93A44}
916,Raudtee tn 106,0,-,0,3.02171813,0,0,0,100,1,{B282D9E4-C3D4-4B49-AE62-BDA74151E8A4}
917,Nigula tn 15,8,Baastase,14,57.5592095,1,1,5,71,0.71220395,{3C0C7F87-049C-4A2F-87C6-12846A350F43}
918,Ehitaja tn 39,4,Baastase,15,43.34838577,1,1,2,78,0.78325807,{EDA08C45-5633-4C34-BC3E-506E8BDD7D41}
919,Roopa tn 4,4,-,1,41.57143154,1,0,3,100,1,{E5C877AD-6D44-4F73-BE5F-BDF1B82B3567}
920,Võruvälja tn 18/1,7,Baastase,10,59.68525245,1,3,3,70,0.70157374,{8B66A1F4-A52A-4B9F-ACFA-341ABF6B53CC}
921,Võruvälja tn 18/2,7,Baastase,10,62.17154924,1,3,3,69,0.68914225,{DE6A16C8-9880-42DD-BEA6-46F9836FB603}
922,Võruvälja tn 18/3,7,Baastase,10,63.05641443,1,3,3,68,0.68471793,{E4C9057D-0891-4D30-A443-D8288281E27B}
923,Võruvälja tn 18/4,7,Baastase,10,63.05641443,1,3,3,68,0.68471793,{F54E2DEE-AD77-4105-A6DD-7B11D66F612C}
924,Võruvälja tn 18/5,7,Baastase,10,63.05641443,1,3,3,68,0.68471793,{1984E4C4-E4B8-451D-8EEF-D5AD44817C14}
925,Võruvälja tn 18/6,7,Baastase,10,63.05641443,1,3,3,68,0.68471793,{2B134A8A-419F-40D2-B0F4-252EB89B2B01}
926,Võruvälja tn 18/7,8,Baastase,10,63.05641443,1,3,3,68,0.68471793,{EE7F0466-1D43-439F-B5EE-EA8396CB44AA}
927,Võruvälja tn 16/4,7,Baastase,10,58.96129679,1,3,3,71,0.70519352,{FD7BCB59-0BF5-4050-9CB6-A36DF2BAA211}
928,Riia tn 38,26,-,28,57.76623786,3,0,3,100,1,{9AF3C6D5-B894-405D-AFD8-EFD330B076EB}
929,Linda tn 9,14,Baastase,7,55.34351196,2,2,5,72,0.72328244,{BCEEBCE8-B388-492E-83B3-B28EC6DEF885}
930,Tähtvere tn 57,7,Baastase,13,44.86988506,1,2,1,78,0.77565057,{A88A523A-D691-4DBC-85EA-1DE15DBD957F}
931,Soinaste tn 48,4,Baastase,2,47.60629551,2,1,2,76,0.76196852,{CB6D3808-A9A9-4E78-A506-E0EB4CFA64F0}
932,Ehitaja tn 32,3,Baastase,16,42.84798625,1,1,2,79,0.78576007,{561E7681-33B5-4336-B837-5F06A85426BB}
933,Kooli tn 28,16,Baastase,32,54.89036082,3,4,2,73,0.7255482,{9668AA75-03F9-4FD9-ACE2-03294C6EF70F}
934,Tamme pst 67d,1,Baastase,2,33.9258087,1,2,1,83,0.83037096,{6B368FC8-DA09-41BF-99D6-515A9DA7B0FB}
935,Viljandi mnt 4,6,Baastase,28,47.35249452,1,1,4,76,0.76323753,{B702A371-150D-4C16-A1AF-1022F054335C}
936,Rebase tn 9,9,Baastase,11,58.23405074,1,1,5,71,0.70882975,{F7880F00-E8AF-4252-9BD0-7E30136AD08E}
937,Taara pst 7d,12,Baastase,19,51.65533517,3,3,2,74,0.74172332,{CE805EB3-558A-4974-83D1-CBFC66930E3A}
938,Elva tn 31b,5,Baastase,14,53.36091577,1,1,3,73,0.73319542,{B90F98B0-FD23-4990-AE78-71A8CCB44CE2}
939,Kitsas tn 11,151,Hea tase,118,68.61075736,4,6,11,31,0.31389243,{4FC4CC94-7262-4216-BA95-8EE46F6A96E1}
940,Nurme tn 46,1,-,3,15.51371802,0,1,2,100,1,{8892344F-97F6-4BF3-A700-2CDE3CC812CB}
941,Vallikraavi tn 4,152,Hea tase,120,67.04956433,4,6,11,33,0.32950436,{235214B1-9C1D-411C-83EE-064587E8621F}
942,Suur kaar 65,5,Baastase,16,53.36091577,1,1,3,73,0.73319542,{BB730777-3293-4398-91C0-2191135C45AD}
943,Kesk kaar 31a,4,Baastase,11,54.84491038,1,1,3,73,0.72577545,{640905B3-095B-4E60-95B5-2FE273425AD2}
944,Elva tn 28a,4,Baastase,15,53.16189544,1,1,2,73,0.73419052,{B576AB3E-7193-46CE-8BF4-1EA03CB8F977}
945,Roosi tn 71,7,Baastase,10,37.52599554,1,2,4,81,0.81237002,{C8832A21-D642-47FA-B4DC-A846CEC188CF}
946,Savi tn 2,1,-,3,37.23321201,0,1,2,100,1,{5CEE62D6-B17E-4A39-923B-953F1D634F1B}
947,Tamme pst 34,3,Baastase,6,46.24919264,1,1,2,77,0.76875404,{23D3B4AC-9CE7-43E0-9753-3A5FD1A47F6A}
948,Side tn 6,8,Baastase,15,56.17802615,2,1,4,72,0.71910987,{D5677CD6-ADA0-4658-AAE4-0AFCACB5E06D}
949,Suur kaar 46,1,Baastase,4,45.63587431,1,1,1,77,0.77182063,{5F09CABF-1AF2-4CB2-B9B1-CA79E7904652}
950,Adra tn 12,1,-,2,11.00127859,0,1,2,100,1,{42A9A686-88E1-428B-8422-8577AF79E9A2}
951,Kruusamäe tn 53,2,-,4,11.00127859,0,1,2,100,1,{7A910A4A-1B47-4AC8-BE73-5BC78A09755A}
952,Võru tn 226,1,Baastase,10,56.15922662,1,2,3,72,0.71920387,{BAF1AFDC-0387-4C93-8B78-B7E427BAE0EA}
953,Võruvälja tn 6,7,Baastase,12,56.58271374,1,2,3,72,0.71708643,{098E23DA-8A52-41B9-9EE7-246C70CA14CD}
954,Nooruse tn 42,4,-,13,35.27766563,0,1,2,100,1,{4488746A-E3C7-4832-A4F0-8B228D10201E}
955,Võru tn 156,11,Baastase,13,63.90244592,2,1,5,68,0.68048777,{08E606F8-8337-4A5D-B3DF-C9B0370F73D6}
956,Ropka tn 1 // Võru tn 156a,9,Baastase,10,64.3288508,2,1,5,68,0.67835575,{0CB64844-BA3F-4B15-BF8F-86CE4CA611A7}
957,K. A. Hermanni tn 13,12,Baastase,19,51.65533517,3,3,2,74,0.74172332,{D0A0D11D-629A-46A8-A832-ECF3DBB70915}
