Index,Address,Room Count,Size,Price
899,"Tartu, Tartu linn, Ropka, Ropkamõisa park, Ropka tee 6",2,44.2 m²,114 000 €
900,"Tartu, Tartu linn, Ihaste, J. Koorti tn 21-2",5,133 m²,189 000 €
901,"Tartu, Tartu linn, Kesklinn, Filosoofi 2",2,45.7 m²,115 000 €
902,"Tartu, Tartu linn, Kesklinn, Fortuuna tn 27-1",2,41.4 m²,185 000 €
903,"Tartu, Tartu linn, Karlova, Siili tn 12-32",3,76.4 m²,265 000 €
904,"Tartu, Tartu linn, Kesklinn, Kalevi 30",3,62.6 m²,250 555 €
905,"Tartu, Tartu linn, Kesklinn, Lao 2",1,23.5 m²,65 000 €
906,"Tartu, Tartu linn, Annelinn, KORTER ON VABA!, Mõisavahe tn 14",3,62.4 m²,83 000 €
907,"Tartu, Tartu linn, Karlova, Siili tn 1",2,32.5 m²,147 900 €
908,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-29",3,52.9 m²,159 990 €
