Index,Longitude,Latitude
1,26.7477789478951,58.346265205735016
2,26.726606000000007,58.388360000000006
3,26.7477789478951,58.346265205735016
4,26.740123500000003,58.379401
5,26.74416654245689,58.404849350000006
6,26.74416654245689,58.404849350000006
7,26.752260576601667,58.379737
8,26.707384647350207,58.3768359
9,26.725882168443498,58.347608
10,26.733084013389263,58.3680605
11,26.721230562213407,58.37374895000001
12,26.718434752659743,58.402139950000006
13,26.773042670607023,58.3714236
14,26.726306385472935,58.37031325
15,26.99183570957521,57.84508462573893
16,26.756542000000003,58.383964000000006
17,26.7013287,58.40403125
18,26.723302590611357,58.379886
19,26.71597919510869,58.39848025
20,26.763406632415105,58.3749975
21,26.73569167003205,58.36827529999999
22,26.683932002333915,58.3517565
23,26.738510147557665,58.382658500000005
24,26.7196761999163,58.40164425
25,26.74205709576117,58.38121315
26,26.75275767145149,58.3824705
27,26.7610219,58.36688555
28,26.72238492732697,58.37134265
29,26.74856839307159,58.3667962
30,26.78465932978723,58.3726353
31,26.718721680083657,58.372189000000006
32,26.76201336699563,58.3760021
33,26.7548905,58.3847175
34,26.68114724999999,58.375952
35,26.76521729438267,58.3782858
36,26.7610219,58.36688555
37,26.701975,58.3480245
38,26.751841301948044,58.3791835
39,26.73280347515528,58.374043
40,26.76783478605769,58.3721195
41,26.73655473780488,58.365026
42,26.676964198232906,58.36630405
43,26.70659189421976,58.3781844
44,26.769845854271477,58.3732217
45,26.71247336502485,58.3835625
46,26.706080125404903,58.3776303
47,26.762515137402016,58.3773867
48,26.75153068514319,58.37867365
49,26.99183570957521,57.84508462573893
50,26.74143098404255,58.38091
51,26.747211625,58.382174
52,26.71622173694607,58.4020675
53,26.75011834143418,58.3778769
54,26.76566744015444,58.374338
55,26.72150531081081,58.367179
56,26.766051696499854,58.373344900000006
57,26.75054107562552,58.39220170178444
58,26.747055250000003,58.3679475
59,26.680062272875816,58.352842
60,26.696692309405947,58.3748635
61,26.75011834143418,58.3778769
62,26.716742438488843,58.38526825
63,26.725882168443498,58.347608
64,26.71247336502485,58.3835625
65,26.68052895417744,58.3511281
66,26.761779576957338,58.375062
67,26.70432418182064,58.37710185
68,26.72102297134303,58.367362
69,26.76469315909091,58.3718615
70,26.774334627211665,58.3721055
71,26.720188934931503,58.389228
72,26.707720559102626,58.4022557
73,26.74172199999999,58.38529325
74,26.7309381868116,58.3865121
75,26.754043412574063,58.38411
76,26.71197938760952,58.38721645
77,26.73952554529616,58.384876000000006
78,26.73194750000001,58.38609
79,26.69352925,58.3749055
80,26.75054107562552,58.39220170178444
81,26.72047601177864,58.3782015
82,26.73952554529616,58.384876000000006
83,26.72326288621672,58.36977415
84,26.764925415048545,58.3769835
85,26.765332961858974,58.3757455
86,26.711758494827595,58.374339500000005
87,26.768165,58.372387
88,26.77412075705074,58.367012
89,26.75329982437271,58.3832165
90,26.6925015,58.374192
91,26.726130394634996,58.3573626
92,26.71622173694607,58.4020675
94,26.739593237689395,58.3642895
95,26.73952554529616,58.384876000000006
96,26.754043412574063,58.38411
97,26.713312245967742,58.400009
98,26.71802205,58.37667705
99,26.73959681268012,58.365728
100,26.7446766906556,58.367695
101,26.71618982544399,58.40139475
102,26.728737492537345,58.3563645
103,26.72314240531233,58.379414350000005
104,26.69286707363009,58.3579106
105,26.747706308285476,58.37583485
106,26.76469315909091,58.3718615
107,26.73294490491453,58.3686005
108,26.752218060396828,58.3977279
109,26.728989439061124,58.355562
110,26.70710652953026,58.36794445
111,26.692010607935774,58.3727995
112,26.726130394634996,58.3573626
113,26.72950014458805,58.385105
114,26.707720559102626,58.4022557
115,26.712120852026835,58.3169696
116,26.7650344251386,58.373073000000005
117,26.707937686467886,58.38644325
118,26.772082883809503,58.36681455
119,26.745651068572624,58.3785478232904
120,26.76319469403837,58.3665516
121,26.71299638110478,58.3758033
122,26.773675,58.3731035
123,26.76194246137837,58.38255045
124,26.73802173367524,58.36720755
125,26.72456342951214,58.37576895
126,26.716891855179703,58.36910575
127,26.7196761999163,58.40164425
128,26.716301375,58.3695285
129,26.751839050023257,58.37666545
130,26.7370684720424,58.38248325
131,26.70974697969001,58.39082195
132,26.73952554529616,58.384876000000006
133,26.725332504302926,58.346938
134,26.76319469403837,58.3665516
135,26.7653638039272,58.3789362
136,26.739534454207323,58.3820195
137,26.714177727203392,58.4003755
138,26.71892258657492,58.3410475
139,26.754712075175,58.3829995
140,26.716891855179703,58.36910575
141,26.769845854271477,58.3732217
142,26.76612522193347,58.3751365
143,26.749611462673823,58.37750045
144,26.73280347515528,58.374043
145,26.738510147557665,58.382658500000005
146,26.726606000000007,58.388360000000006
147,26.725882168443498,58.347608
148,26.764257,58.374896
149,26.741552271739124,58.382257
150,26.764925415048545,58.3769835
151,26.680062272875816,58.352842
152,26.736904299706804,58.39041955
153,26.726845007372408,58.3106543
154,26.75473793278768,58.3763625
155,26.6925015,58.374192
156,26.7172848700698,58.38793775
157,26.723092094747177,58.40035543378596
158,26.707384647350207,58.3768359
159,26.730197513039545,58.36893935
160,26.716823533711263,58.3988178
161,26.754043412574063,58.38411
162,26.731076072567568,58.37632945
163,26.683820601034856,58.34902085
164,26.7667575,58.377897
165,26.728463246384877,58.385764
166,26.739593237689395,58.3642895
167,26.716017181226142,58.39051775
168,26.682000603780068,58.37565035
169,26.7367722,58.3818142
170,26.76469315909091,58.3718615
171,26.70883650092521,58.3480642
172,26.742212994238365,58.4058515
173,26.76560428892131,58.3657251
174,26.71622173694607,58.4020675
175,26.776464916143016,58.372384
176,26.7668995,58.37855
177,26.741298702314943,58.3830475
178,26.73952554529616,58.384876000000006
179,26.764325587234453,58.373299
180,26.732903680558792,58.3721019
181,26.760426380769232,58.3723975
182,26.7303745983765,58.362628
183,26.75751644500881,58.37470295
184,26.751839050023257,58.37666545
185,26.747158826320323,58.3673883
186,26.76363641747573,58.376976
187,26.7196761999163,58.40164425
188,26.743775723973727,58.40613225
189,26.718721680083657,58.372189000000006
190,26.726606000000007,58.388360000000006
191,26.725015411370265,58.368723
192,26.768452237759764,58.3550142
193,26.76996108,58.372815
194,26.76521729438267,58.3782858
195,26.71172565,58.39396955
196,26.71381880993346,58.3827934
197,26.71847625036414,58.38437345
198,26.75054107562552,58.39220170178444
199,26.74207943617021,58.378838
200,26.73052891434944,58.3828279
201,26.6827831263416,58.34859615
