ads_oid,ehr_gid,ehr_kood,ehr_url,etak_id,taisaadres,lahiaadres,kaos_kood,kaos_nimet,unik,MYRAKLASS
EE00750878,"104016957",104016957,https://livekluster.ehr.ee/ui/ehr/v1/building/104016957,715334,"Tartu maakond, Tartu linn, Tartu linn, Turu tn 19",Turu tn 19,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00762456,"104029287",104029287,https://livekluster.ehr.ee/ui/ehr/v1/building/104029287,710540,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 18",Aleksandri tn 18,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00760196,"104026852",104026852,https://livekluster.ehr.ee/ui/ehr/v1/building/104026852,715758,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 20",Aleksandri tn 20,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00765534,"104032577",104032577,https://livekluster.ehr.ee/ui/ehr/v1/building/104032577,719224,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 6",Aleksandri tn 6,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00767847,"104035145",104035145,https://livekluster.ehr.ee/ui/ehr/v1/building/104035145,716194,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 16",Aleksandri tn 16,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00750858,"104016934",104016934,https://livekluster.ehr.ee/ui/ehr/v1/building/104016934,721065,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 4",Aleksandri tn 4,"11222; 12201","Muu kolme või enama korteriga elamu; Büroohoone",Jah,"50"
EE01932950,"104033805",104033805,https://livekluster.ehr.ee/ui/ehr/v1/building/104033805,715108,"Tartu maakond, Tartu linn, Tartu linn, Aida tn 6",Aida tn 6,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00747646,"104013434",104013434,https://livekluster.ehr.ee/ui/ehr/v1/building/104013434,717232,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 23",Aleksandri tn 23,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00758987,"104025583",104025583,https://livekluster.ehr.ee/ui/ehr/v1/building/104025583,715375,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 13",Aleksandri tn 13,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE01025770,"120299999",120299999,https://livekluster.ehr.ee/ui/ehr/v1/building/120299999,725864,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 27",Aleksandri tn 27,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00750914,"104016993",104016993,https://livekluster.ehr.ee/ui/ehr/v1/building/104016993,721071,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 10",Kalevi tn 10,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00765519,"104032562",104032562,https://livekluster.ehr.ee/ui/ehr/v1/building/104032562,720881,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 21",Aleksandri tn 21,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00769578,"104037031",104037031,https://livekluster.ehr.ee/ui/ehr/v1/building/104037031,720918,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 18c",Kalevi tn 18c,"11222; 12331","Muu kolme või enama korteriga elamu; Ilu- ja isikuteenuste  hoone",Jah,"50"
EE00747643,"104013431",104013431,https://livekluster.ehr.ee/ui/ehr/v1/building/104013431,731683,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 19",Aleksandri tn 19,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00751019,"104017104",104017104,https://livekluster.ehr.ee/ui/ehr/v1/building/104017104,719412,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 5",Aleksandri tn 5,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00768913,"104036295",104036295,https://livekluster.ehr.ee/ui/ehr/v1/building/104036295,716387,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 15",Aleksandri tn 15,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00750921,"104017004",104017004,https://livekluster.ehr.ee/ui/ehr/v1/building/104017004,719420,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 7",Aleksandri tn 7,"11222; 12319","Muu kolme või enama korteriga elamu; Muu kaubandushoone",Jah,"50"
EE00766228,"104033387",104033387,https://livekluster.ehr.ee/ui/ehr/v1/building/104033387,712808,"Tartu maakond, Tartu linn, Tartu linn, Aida tn 2",Aida tn 2,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE01789739,"104018669",104018669,https://livekluster.ehr.ee/ui/ehr/v1/building/104018669,720421,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 9",Aleksandri tn 9,"11212; 12201; 12644","Kahe korteriga elamu; Büroohoone; Ambulatoorse arstiabi osutamise hoone",Jah,"50"
EE00750826,"104016899",104016899,https://livekluster.ehr.ee/ui/ehr/v1/building/104016899,720043,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 3",Aleksandri tn 3,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00747959,"104013796",104013796,https://livekluster.ehr.ee/ui/ehr/v1/building/104013796,715327,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 30",Kalevi tn 30,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE03686780,"120855809",120855809,https://livekluster.ehr.ee/ui/ehr/v1/building/120855809,6122774,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 18b",Kalevi tn 18b,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00766162,"104033317",104033317,https://livekluster.ehr.ee/ui/ehr/v1/building/104033317,644875,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 18a",Kalevi tn 18a,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00766128,"104033277",104033277,https://livekluster.ehr.ee/ui/ehr/v1/building/104033277,716490,"Tartu maakond, Tartu linn, Tartu linn, Elva tn 7",Elva tn 7,"11101",Üksikelamu,Jah,"45"
EE00773323,"104041269",104041269,https://livekluster.ehr.ee/ui/ehr/v1/building/104041269,721900,"Tartu maakond, Tartu linn, Tartu linn, Elva tn 3a",Elva tn 3a,"11101",Üksikelamu,Jah,"45"
EE00774779,"104042847",104042847,https://livekluster.ehr.ee/ui/ehr/v1/building/104042847,714070,"Tartu maakond, Tartu linn, Tartu linn, Raudtee tn 1a",Raudtee tn 1a,"11101",Üksikelamu,Jah,"45"
EE00759093,"104025692",104025692,https://livekluster.ehr.ee/ui/ehr/v1/building/104025692,721299,"Tartu maakond, Tartu linn, Tartu linn, Elva tn 15",Elva tn 15,"11101",Üksikelamu,Jah,"45"
EE00750237,"104016280",104016280,https://livekluster.ehr.ee/ui/ehr/v1/building/104016280,721625,"Tartu maakond, Tartu linn, Tartu linn, Vambola tn 2b",Vambola tn 2b,"11101",Üksikelamu,Jah,"40"
EE00749407,"104015375",104015375,https://livekluster.ehr.ee/ui/ehr/v1/building/104015375,721465,"Tartu maakond, Tartu linn, Tartu linn, Väike kaar 62",Väike kaar 62,"11101",Üksikelamu,Jah,"40"
EE00772479,"104040346",104040346,https://livekluster.ehr.ee/ui/ehr/v1/building/104040346,718006,"Tartu maakond, Tartu linn, Tartu linn, Väike kaar 66",Väike kaar 66,"11101",Üksikelamu,Jah,"40"
EE00774325,"104042353",104042353,https://livekluster.ehr.ee/ui/ehr/v1/building/104042353,714526,"Tartu maakond, Tartu linn, Tartu linn, Vambola tn 4",Vambola tn 4,"11101",Üksikelamu,Jah,"40"
EE00774319,"104042347",104042347,https://livekluster.ehr.ee/ui/ehr/v1/building/104042347,728648,"Tartu maakond, Tartu linn, Tartu linn, Vambola tn 2",Vambola tn 2,"11101",Üksikelamu,Jah,"40"
EE00756992,"104023415",104023415,https://livekluster.ehr.ee/ui/ehr/v1/building/104023415,714533,"Tartu maakond, Tartu linn, Tartu linn, Väike kaar 64",Väike kaar 64,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE00756151,"104022534",104022534,https://livekluster.ehr.ee/ui/ehr/v1/building/104022534,720788,"Tartu maakond, Tartu linn, Tartu linn, Tasuja tn 1",Tasuja tn 1,"11101",Üksikelamu,Jah,"40"
EE00749237,"104015196",104015196,https://livekluster.ehr.ee/ui/ehr/v1/building/104015196,727075,"Tartu maakond, Tartu linn, Tartu linn, Tasuja tn 4",Tasuja tn 4,"11101",Üksikelamu,Jah,"40"
EE00749439,"104015407",104015407,https://livekluster.ehr.ee/ui/ehr/v1/building/104015407,721580,"Tartu maakond, Tartu linn, Tartu linn, Vambola tn 3",Vambola tn 3,"11101",Üksikelamu,Jah,"40"
EE00749234,"104015193",104015193,https://livekluster.ehr.ee/ui/ehr/v1/building/104015193,718058,"Tartu maakond, Tartu linn, Tartu linn, Tasuja tn 2",Tasuja tn 2,"11101",Üksikelamu,Jah,"40"
EE00749442,"104015410",104015410,https://livekluster.ehr.ee/ui/ehr/v1/building/104015410,725857,"Tartu maakond, Tartu linn, Tartu linn, Vambola tn 6",Vambola tn 6,"11101",Üksikelamu,Jah,"40"
ME00749406,"104015374",104015374,https://livekluster.ehr.ee/ui/ehr/v1/building/104015374,717558,"Tartu maakond, Tartu linn, Tartu linn, Väike kaar 56a",Väike kaar 56a,"11103","Suvila, aiamaja",Jah,"40"
EE00749437,"104015405",104015405,https://livekluster.ehr.ee/ui/ehr/v1/building/104015405,717484,"Tartu maakond, Tartu linn, Tartu linn, Vambola tn 1",Vambola tn 1,"11101",Üksikelamu,Jah,"40"
EE01762999,"104014083",104014083,https://livekluster.ehr.ee/ui/ehr/v1/building/104014083,5694211,"Tartu maakond, Tartu linn, Tartu linn, Kivi tn 75",Kivi tn 75,"11222",Muu kolme või enama korteriga elamu,Jah,"45"
EE00768407,"104035752",104035752,https://livekluster.ehr.ee/ui/ehr/v1/building/104035752,718703,"Tartu maakond, Tartu linn, Tartu linn, Roosi tn 45a",Roosi tn 45a,"11222",Muu kolme või enama korteriga elamu,Jah,"45"
EE00758391,"104024953",104024953,https://livekluster.ehr.ee/ui/ehr/v1/building/104024953,716946,"Tartu maakond, Tartu linn, Tartu linn, Pikk tn 10a",Pikk tn 10a,"11101",Üksikelamu,Jah,"45"
EE00772265,"104040111",104040111,https://livekluster.ehr.ee/ui/ehr/v1/building/104040111,717296,"Tartu maakond, Tartu linn, Tartu linn, Jaama tn 51a",Jaama tn 51a,"11101",Üksikelamu,Jah,"45"
EE00748227,"104014077",104014077,https://livekluster.ehr.ee/ui/ehr/v1/building/104014077,716996,"Tartu maakond, Tartu linn, Tartu linn, Kivi tn 60",Kivi tn 60,"11222",Muu kolme või enama korteriga elamu,Jah,"45"
EE01640595,"104016021",104016021,https://livekluster.ehr.ee/ui/ehr/v1/building/104016021,715902,"Tartu maakond, Tartu linn, Tartu linn, Pikk tn 10b",Pikk tn 10b,"11101",Üksikelamu,Jah,"45"
EE00750348,"104016396",104016396,https://livekluster.ehr.ee/ui/ehr/v1/building/104016396,714461,"Tartu maakond, Tartu linn, Tartu linn, Jaama tn 37",Jaama tn 37,"11101",Üksikelamu,Jah,"45"
EE03402521,"120721066",120721066,https://livekluster.ehr.ee/ui/ehr/v1/building/120721066,6762696,"Tartu maakond, Tartu linn, Tartu linn, Raatuse tn 68",Raatuse tn 68,"11222; 12319","Muu kolme või enama korteriga elamu; Muu kaubandushoone",Jah,"45"
EE01935173,"104033873",104033873,https://livekluster.ehr.ee/ui/ehr/v1/building/104033873,726355,"Tartu maakond, Tartu linn, Tartu linn, Pargi tn 5",Pargi tn 5,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE00764342,"104031296",104031296,https://livekluster.ehr.ee/ui/ehr/v1/building/104031296,727154,"Tartu maakond, Tartu linn, Tartu linn, Päeva tn 7",Päeva tn 7,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE00994661,"120282790",120282790,https://livekluster.ehr.ee/ui/ehr/v1/building/120282790,736718,"Tartu maakond, Tartu linn, Tartu linn, Tähe tn 2a",Tähe tn 2a,"11222; 12201; 12644","Muu kolme või enama korteriga elamu; Büroohoone; Ambulatoorse arstiabi osutamise hoone",Jah,"40"
EE00774550,"104042606",104042606,https://livekluster.ehr.ee/ui/ehr/v1/building/104042606,720510,"Tartu maakond, Tartu linn, Tartu linn, Päeva tn 19",Päeva tn 19,"11101",Üksikelamu,Jah,"40"
EE00770063,"104037591",104037591,https://livekluster.ehr.ee/ui/ehr/v1/building/104037591,716172,"Tartu maakond, Tartu linn, Tartu linn, Päeva tn 9",Päeva tn 9,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE03167874,"120652804",120652804,https://livekluster.ehr.ee/ui/ehr/v1/building/120652804,717454,"Tartu maakond, Tartu linn, Tartu linn, Päeva tn 25",Päeva tn 25,"11212",Kahe korteriga elamu,Jah,"40"
EE00774547,"104042603",104042603,https://livekluster.ehr.ee/ui/ehr/v1/building/104042603,717211,"Tartu maakond, Tartu linn, Tartu linn, Päeva tn 13",Päeva tn 13,"11101",Üksikelamu,Jah,"40"
EE00769714,"104037189",104037189,https://livekluster.ehr.ee/ui/ehr/v1/building/104037189,715944,"Tartu maakond, Tartu linn, Tartu linn, Päeva tn 17",Päeva tn 17,"11101",Üksikelamu,Jah,"40"
EE00774552,"104042608",104042608,https://livekluster.ehr.ee/ui/ehr/v1/building/104042608,716731,"Tartu maakond, Tartu linn, Tartu linn, Päeva tn 21",Päeva tn 21,"11101",Üksikelamu,Jah,"40"
EE03721860,"120869709",120869709,https://livekluster.ehr.ee/ui/ehr/v1/building/120869709,7693501,"Tartu maakond, Tartu linn, Tartu linn, Päeva tn 5",Päeva tn 5,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE03731575,"120876568",120876568,https://livekluster.ehr.ee/ui/ehr/v1/building/120876568,7693503,"Tartu maakond, Tartu linn, Tartu linn, Päeva tn 3",Päeva tn 3,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE03710283,"120866117",120866117,https://livekluster.ehr.ee/ui/ehr/v1/building/120866117,7693505,"Tartu maakond, Tartu linn, Tartu linn, Öö tn 2",Öö tn 2,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE03711428,"120869284",120869284,https://livekluster.ehr.ee/ui/ehr/v1/building/120869284,7692596,"Tartu maakond, Tartu linn, Tartu linn, Pargi tn 15",Pargi tn 15,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE00750929,"104017012",104017012,https://livekluster.ehr.ee/ui/ehr/v1/building/104017012,715172,"Tartu maakond, Tartu linn, Tartu linn, Riia tn 10",Riia tn 10,"11222; 12201; 12311; 12632","Muu kolme või enama korteriga elamu; Büroohoone; Kaubandushoone; Põhikooli või gümnaasiumi õppehoone",Jah,"40"
EE03649602,"120834809",120834809,https://livekluster.ehr.ee/ui/ehr/v1/building/120834809,7494981,"Tartu maakond, Tartu linn, Tartu linn, Öö tn 4",Öö tn 4,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE00774551,"104042607",104042607,https://livekluster.ehr.ee/ui/ehr/v1/building/104042607,726601,"Tartu maakond, Tartu linn, Tartu linn, Päeva tn 23",Päeva tn 23,"11212",Kahe korteriga elamu,Jah,"40"
EE00767612,"104034895",104034895,https://livekluster.ehr.ee/ui/ehr/v1/building/104034895,717017,"Tartu maakond, Tartu linn, Tartu linn, Puiestee tn 49",Puiestee tn 49,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00748887,"104014808",104014808,https://livekluster.ehr.ee/ui/ehr/v1/building/104014808,717766,"Tartu maakond, Tartu linn, Tartu linn, Roosi tn 26",Roosi tn 26,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00774447,"104042482",104042482,https://livekluster.ehr.ee/ui/ehr/v1/building/104042482,718937,"Tartu maakond, Tartu linn, Tartu linn, Puiestee tn 67",Puiestee tn 67,"11101",Üksikelamu,Jah,"50"
EE00751630,"104017750",104017750,https://livekluster.ehr.ee/ui/ehr/v1/building/104017750,714837,"Tartu maakond, Tartu linn, Tartu linn, Jaama tn 6",Jaama tn 6,"11101",Üksikelamu,Jah,"50"
EE03537933,"120791820",120791820,https://livekluster.ehr.ee/ui/ehr/v1/building/120791820,6851323,"Tartu maakond, Tartu linn, Tartu linn, Jaama tn 10a",Jaama tn 10a,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00768277,"104035612",104035612,https://livekluster.ehr.ee/ui/ehr/v1/building/104035612,724620,"Tartu maakond, Tartu linn, Tartu linn, Kungla tn 27b",Kungla tn 27b,"11222",Muu kolme või enama korteriga elamu,Jah,"45"
EE00748318,"104014185",104014185,https://livekluster.ehr.ee/ui/ehr/v1/building/104014185,730162,"Tartu maakond, Tartu linn, Tartu linn, Kungla tn 25",Kungla tn 25,"11101",Üksikelamu,Jah,"45"
EE00758745,"104025316",104025316,https://livekluster.ehr.ee/ui/ehr/v1/building/104025316,723242,"Tartu maakond, Tartu linn, Tartu linn, Räni tn 2a",Räni tn 2a,"11101",Üksikelamu,Jah,"45"
EE00775318,"104043416",104043416,https://livekluster.ehr.ee/ui/ehr/v1/building/104043416,723901,"Tartu maakond, Tartu linn, Tartu linn, Kungla tn 19",Kungla tn 19,"11101",Üksikelamu,Jah,"45"
EE00773880,"104041884",104041884,https://livekluster.ehr.ee/ui/ehr/v1/building/104041884,719487,"Tartu maakond, Tartu linn, Tartu linn, Kesk kaar 5a",Kesk kaar 5a,"11101",Üksikelamu,Jah,"45"
EE01929561,"120589518",120589518,https://livekluster.ehr.ee/ui/ehr/v1/building/120589518,713339,"Tartu maakond, Tartu linn, Tartu linn, Tammekuru tn 9a",Tammekuru tn 9a,"11101",Üksikelamu,Jah,"45"
EE00767542,"104034821",104034821,https://livekluster.ehr.ee/ui/ehr/v1/building/104034821,724784,"Tartu maakond, Tartu linn, Tartu linn, Kesk kaar 19",Kesk kaar 19,"11212",Kahe korteriga elamu,Jah,"45"
EE00772535,"104040403",104040403,https://livekluster.ehr.ee/ui/ehr/v1/building/104040403,723148,"Tartu maakond, Tartu linn, Tartu linn, Väike kaar 24",Väike kaar 24,"11101",Üksikelamu,Jah,"45"
EE00748315,"104014182",104014182,https://livekluster.ehr.ee/ui/ehr/v1/building/104014182,725657,"Tartu maakond, Tartu linn, Tartu linn, Kungla tn 17",Kungla tn 17,"11101",Üksikelamu,Jah,"45"
EE00751289,"104017385",104017385,https://livekluster.ehr.ee/ui/ehr/v1/building/104017385,728952,"Tartu maakond, Tartu linn, Tartu linn, Kungla tn 23",Kungla tn 23,"11101",Üksikelamu,Jah,"45"
EE00748766,"104014671",104014671,https://livekluster.ehr.ee/ui/ehr/v1/building/104014671,722928,"Tartu maakond, Tartu linn, Tartu linn, Räni tn 2",Räni tn 2,"11101",Üksikelamu,Jah,"45"
EE00751100,"104017191",104017191,https://livekluster.ehr.ee/ui/ehr/v1/building/104017191,723917,"Tartu maakond, Tartu linn, Tartu linn, Kungla tn 19a",Kungla tn 19a,"11212",Kahe korteriga elamu,Jah,"45"
EE00774963,"104043033",104043033,https://livekluster.ehr.ee/ui/ehr/v1/building/104043033,723829,"Tartu maakond, Tartu linn, Tartu linn, Räni tn 4",Räni tn 4,"11101",Üksikelamu,Jah,"45"
EE00774966,"104043036",104043036,https://livekluster.ehr.ee/ui/ehr/v1/building/104043036,721205,"Tartu maakond, Tartu linn, Tartu linn, Räni tn 10",Räni tn 10,"11101",Üksikelamu,Jah,"45"
EE00765781,"104032879",104032879,https://livekluster.ehr.ee/ui/ehr/v1/building/104032879,723298,"Tartu maakond, Tartu linn, Tartu linn, Alevi tn 14",Alevi tn 14,"11101",Üksikelamu,Jah,"50"
EE00748181,"104014028",104014028,https://livekluster.ehr.ee/ui/ehr/v1/building/104014028,723094,"Tartu maakond, Tartu linn, Tartu linn, Kesk tn 45",Kesk tn 45,"11101",Üksikelamu,Jah,"50"
EE01077694,"120535533",120535533,https://livekluster.ehr.ee/ui/ehr/v1/building/120535533,711381,"Tartu maakond, Tartu linn, Tartu linn, Alevi tn 6",Alevi tn 6,"11101",Üksikelamu,Jah,"50"
EE01110057,"120246701",120246701,https://livekluster.ehr.ee/ui/ehr/v1/building/120246701,734151,"Tartu maakond, Tartu linn, Tartu linn, Alevi tn 12",Alevi tn 12,"11101",Üksikelamu,Jah,"50"
EE00761885,"104028685",104028685,https://livekluster.ehr.ee/ui/ehr/v1/building/104028685,721352,"Tartu maakond, Tartu linn, Tartu linn, Piiskopi tn 6",Piiskopi tn 6,"11101",Üksikelamu,Jah,"50"
EE00747685,"104013475",104013475,https://livekluster.ehr.ee/ui/ehr/v1/building/104013475,710387,"Tartu maakond, Tartu linn, Tartu linn, Alevi tn 10",Alevi tn 10,"11101",Üksikelamu,Jah,"50"
EE00765766,"104032863",104032863,https://livekluster.ehr.ee/ui/ehr/v1/building/104032863,720728,"Tartu maakond, Tartu linn, Tartu linn, Alevi tn 2",Alevi tn 2,"11101",Üksikelamu,Jah,"50"
EE01073696,"120532638",120532638,https://livekluster.ehr.ee/ui/ehr/v1/building/120532638,731078,"Tartu maakond, Tartu linn, Tartu linn, Kastani tn 82",Kastani tn 82,"11101",Üksikelamu,Jah,"40"
EE00747788,"104013592",104013592,https://livekluster.ehr.ee/ui/ehr/v1/building/104013592,713004,"Tartu maakond, Tartu linn, Tartu linn, Filosoofi tn 25",Filosoofi tn 25,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
ME00767026,"104034257",104034257,https://livekluster.ehr.ee/ui/ehr/v1/building/104034257,714980,"Tartu maakond, Tartu linn, Tartu linn, Filosoofi tn 11/1",Filosoofi tn 11/1,"11101",Üksikelamu,Jah,"40"
EE03432020,"120732437",120732437,https://livekluster.ehr.ee/ui/ehr/v1/building/120732437,7103838,"Tartu maakond, Tartu linn, Tartu linn, Filosoofi tn 19b",Filosoofi tn 19b,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE03475589,"120762200",120762200,https://livekluster.ehr.ee/ui/ehr/v1/building/120762200,7713604,"Tartu maakond, Tartu linn, Tartu linn, Filosoofi tn 9/1",Filosoofi tn 9/1,"11212",Kahe korteriga elamu,Jah,"40"
ME00773450,"104041421",104041421,https://livekluster.ehr.ee/ui/ehr/v1/building/104041421,717134,"Tartu maakond, Tartu linn, Tartu linn, Kastani tn 78a",Kastani tn 78a,"11101",Üksikelamu,Jah,"40"
EE00750819,"104016892",104016892,https://livekluster.ehr.ee/ui/ehr/v1/building/104016892,713408,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 6",Tiigi tn 6,"11222; 12201; 12311; 12744","Muu kolme või enama korteriga elamu; Büroohoone; Kaubandushoone; Elamu, kooli vms abihoone",Jah,"55"
EE00750407,"104016455",104016455,https://livekluster.ehr.ee/ui/ehr/v1/building/104016455,710505,"Tartu maakond, Tartu linn, Tartu linn, Riia tn 11",Riia tn 11,"11222; 12311; 12331; 12644; 12744","Muu kolme või enama korteriga elamu; Kaubandushoone; Ilu- ja isikuteenuste  hoone; Ambulatoorse arstiabi osutamise hoone; Elamu, kooli vms abihoone",Jah,"55"
EE03352419,"104028479",104028479,https://livekluster.ehr.ee/ui/ehr/v1/building/104028479,716799,"Tartu maakond, Tartu linn, Tartu linn, Vanemuise tn 26",Vanemuise tn 26,"11222; 12201","Muu kolme või enama korteriga elamu; Büroohoone",Jah,"55"
EE00764232,"104031176",104031176,https://livekluster.ehr.ee/ui/ehr/v1/building/104031176,719414,"Tartu maakond, Tartu linn, Tartu linn, Pepleri tn 10",Pepleri tn 10,"11222; 11318; 12639","Muu kolme või enama korteriga elamu; Sotsiaalse rehabilitatsiooni keskus; Muu haridus- või teadushoone",Jah,"55"
EE00749809,"104015792",104015792,https://livekluster.ehr.ee/ui/ehr/v1/building/104015792,725114,"Tartu maakond, Tartu linn, Tartu linn, Aardla tn 12a",Aardla tn 12a,"11101",Üksikelamu,Jah,"55"
EE00749647,"104015623",104015623,https://livekluster.ehr.ee/ui/ehr/v1/building/104015623,727206,"Tartu maakond, Tartu linn, Tartu linn, Jalaka tn 6",Jalaka tn 6,"11101",Üksikelamu,Jah,"55"
EE00750429,"104016478",104016478,https://livekluster.ehr.ee/ui/ehr/v1/building/104016478,721634,"Tartu maakond, Tartu linn, Tartu linn, Sirbi tn 2",Sirbi tn 2,"11101",Üksikelamu,Jah,"55"
EE00773415,"104041380",104041380,https://livekluster.ehr.ee/ui/ehr/v1/building/104041380,726282,"Tartu maakond, Tartu linn, Tartu linn, Sirbi tn 10",Sirbi tn 10,"11101",Üksikelamu,Jah,"55"
EE00761826,"104028626",104028626,https://livekluster.ehr.ee/ui/ehr/v1/building/104028626,729923,"Tartu maakond, Tartu linn, Tartu linn, Jalaka tn 8",Jalaka tn 8,"11101",Üksikelamu,Jah,"55"
EE00750118,"104016122",104016122,https://livekluster.ehr.ee/ui/ehr/v1/building/104016122,725331,"Tartu maakond, Tartu linn, Tartu linn, Aardla tn 8",Aardla tn 8,"11101",Üksikelamu,Jah,"55"
EE00749686,"104015662",104015662,https://livekluster.ehr.ee/ui/ehr/v1/building/104015662,725802,"Tartu maakond, Tartu linn, Tartu linn, Sirbi tn 8",Sirbi tn 8,"11101",Üksikelamu,Jah,"55"
EE00749806,"104015789",104015789,https://livekluster.ehr.ee/ui/ehr/v1/building/104015789,724980,"Tartu maakond, Tartu linn, Tartu linn, Aardla tn 10",Aardla tn 10,"11101",Üksikelamu,Jah,"55"
EE00772710,"104040584",104040584,https://livekluster.ehr.ee/ui/ehr/v1/building/104040584,728454,"Tartu maakond, Tartu linn, Tartu linn, Jalaka tn 2",Jalaka tn 2,"11101",Üksikelamu,Jah,"55"
EE00765175,"104032196",104032196,https://livekluster.ehr.ee/ui/ehr/v1/building/104032196,725536,"Tartu maakond, Tartu linn, Tartu linn, Aardla tn 12",Aardla tn 12,"11101",Üksikelamu,Jah,"55"
EE00750459,"104016509",104016509,https://livekluster.ehr.ee/ui/ehr/v1/building/104016509,724144,"Tartu maakond, Tartu linn, Tartu linn, Vasara tn 1a",Vasara tn 1a,"11101",Üksikelamu,Jah,"50"
EE00772628,"104040496",104040496,https://livekluster.ehr.ee/ui/ehr/v1/building/104040496,726634,"Tartu maakond, Tartu linn, Tartu linn, Vasara tn 5a",Vasara tn 5a,"11101",Üksikelamu,Jah,"50"
EE00749427,"104015395",104015395,https://livekluster.ehr.ee/ui/ehr/v1/building/104015395,725876,"Tartu maakond, Tartu linn, Tartu linn, Vasara tn 1",Vasara tn 1,"11101",Üksikelamu,Jah,"50"
EE00772627,"104040495",104040495,https://livekluster.ehr.ee/ui/ehr/v1/building/104040495,725809,"Tartu maakond, Tartu linn, Tartu linn, Vasara tn 5",Vasara tn 5,"11101",Üksikelamu,Jah,"50"
EE00771715,"104039493",104039493,https://livekluster.ehr.ee/ui/ehr/v1/building/104039493,724668,"Tartu maakond, Tartu linn, Tartu linn, Jalaka tn 4",Jalaka tn 4,"11101",Üksikelamu,Jah,"50"
EE00761037,"104027759",104027759,https://livekluster.ehr.ee/ui/ehr/v1/building/104027759,727029,"Tartu maakond, Tartu linn, Tartu linn, Sirbi tn 4",Sirbi tn 4,"11101",Üksikelamu,Jah,"50"
EE00749685,"104015661",104015661,https://livekluster.ehr.ee/ui/ehr/v1/building/104015661,730382,"Tartu maakond, Tartu linn, Tartu linn, Sirbi tn 6",Sirbi tn 6,"11101",Üksikelamu,Jah,"50"
EE00749811,"104015794",104015794,https://livekluster.ehr.ee/ui/ehr/v1/building/104015794,726485,"Tartu maakond, Tartu linn, Tartu linn, Aardlavälja tn 2b",Aardlavälja tn 2b,"11101",Üksikelamu,Jah,"50"
