ads_oid,ehr_gid,ehr_kood,ehr_url,etak_id,taisaadres,lahiaadres,kaos_kood,kaos_nimet,unik,MYRAKLASS
EE01120606,"120555121",120555121,https://livekluster.ehr.ee/ui/ehr/v1/building/120555121,5694378,"Tartu maakond, Tartu linn, Tartu linn, Siili tn 22",Siili tn 22,"11101",Üksikelamu,Jah,"40"
EE01064369,"120316850",120316850,https://livekluster.ehr.ee/ui/ehr/v1/building/120316850,5691644,"Tartu maakond, Tartu linn, Tartu linn, Siili tn 28",Siili tn 28,"11101",Üksikelamu,Jah,"40"
EE00774481,"104042517",104042517,https://livekluster.ehr.ee/ui/ehr/v1/building/104042517,728054,"Tartu maakond, Tartu linn, Tartu linn, Purde tn 7a",Purde tn 7a,"11101",Üksikelamu,Jah,"40"
EE01032330,"120303134",120303134,https://livekluster.ehr.ee/ui/ehr/v1/building/120303134,5691638,"Tartu maakond, Tartu linn, Tartu linn, Siili tn 34",Siili tn 34,"11101",Üksikelamu,Jah,"40"
EE00774143,"104042159",104042159,https://livekluster.ehr.ee/ui/ehr/v1/building/104042159,723648,"Tartu maakond, Tartu linn, Tartu linn, Odra tn 2",Odra tn 2,"11101",Üksikelamu,Jah,"40"
EE01005790,"120291913",120291913,https://livekluster.ehr.ee/ui/ehr/v1/building/120291913,5691631,"Tartu maakond, Tartu linn, Tartu linn, Siili tn 40",Siili tn 40,"11101",Üksikelamu,Jah,"40"
EE01005774,"120291904",120291904,https://livekluster.ehr.ee/ui/ehr/v1/building/120291904,5691633,"Tartu maakond, Tartu linn, Tartu linn, Siili tn 38",Siili tn 38,"11101",Üksikelamu,Jah,"40"
EE01077100,"120535104",120535104,https://livekluster.ehr.ee/ui/ehr/v1/building/120535104,5691645,"Tartu maakond, Tartu linn, Tartu linn, Siili tn 26",Siili tn 26,"11101",Üksikelamu,Jah,"40"
EE01005763,"120291896",120291896,https://livekluster.ehr.ee/ui/ehr/v1/building/120291896,5691635,"Tartu maakond, Tartu linn, Tartu linn, Siili tn 36",Siili tn 36,"11101",Üksikelamu,Jah,"40"
EE01077759,"120535602",120535602,https://livekluster.ehr.ee/ui/ehr/v1/building/120535602,5691647,"Tartu maakond, Tartu linn, Tartu linn, Siili tn 24",Siili tn 24,"11101",Üksikelamu,Jah,"40"
EE01005822,"120291923",120291923,https://livekluster.ehr.ee/ui/ehr/v1/building/120291923,5691625,"Tartu maakond, Tartu linn, Tartu linn, Siili tn 44",Siili tn 44,"11101",Üksikelamu,Jah,"40"
EE00773586,"104041567",104041567,https://livekluster.ehr.ee/ui/ehr/v1/building/104041567,723175,"Tartu maakond, Tartu linn, Tartu linn, Odra tn 4",Odra tn 4,"11101",Üksikelamu,Jah,"40"
EE01081807,"120538416",120538416,https://livekluster.ehr.ee/ui/ehr/v1/building/120538416,5691643,"Tartu maakond, Tartu linn, Tartu linn, Siili tn 30",Siili tn 30,"11101",Üksikelamu,Jah,"40"
EE01005756,"120291892",120291892,https://livekluster.ehr.ee/ui/ehr/v1/building/120291892,5691639,"Tartu maakond, Tartu linn, Tartu linn, Siili tn 32",Siili tn 32,"11101",Üksikelamu,Jah,"40"
EE00748733,"104014632",104014632,https://livekluster.ehr.ee/ui/ehr/v1/building/104014632,727600,"Tartu maakond, Tartu linn, Tartu linn, Purde tn 9",Purde tn 9,"11101",Üksikelamu,Jah,"40"
EE03884019,"121338799",121338799,https://livekluster.ehr.ee/ui/ehr/v1/building/121338799,8517325,"Tartu maakond, Tartu linn, Tartu linn, Siili tn 20",Siili tn 20,"11101",Üksikelamu,Jah,"40"
EE00775253,"104043350",104043350,https://livekluster.ehr.ee/ui/ehr/v1/building/104043350,710812,"Tartu maakond, Tartu linn, Tartu linn, Kuldnoka tn 12",Kuldnoka tn 12,"11101",Üksikelamu,Jah,"40"
EE00771450,"104039199",104039199,https://livekluster.ehr.ee/ui/ehr/v1/building/104039199,725435,"Tartu maakond, Tartu linn, Tartu linn, Ööbiku tn 6",Ööbiku tn 6,"11101",Üksikelamu,Jah,"40"
EE00756895,"104023312",104023312,https://livekluster.ehr.ee/ui/ehr/v1/building/104023312,729868,"Tartu maakond, Tartu linn, Tartu linn, Käo tn 2a",Käo tn 2a,"11101",Üksikelamu,Jah,"40"
EE00775581,"104043688",104043688,https://livekluster.ehr.ee/ui/ehr/v1/building/104043688,725521,"Tartu maakond, Tartu linn, Tartu linn, Käo tn 1b",Käo tn 1b,"11101",Üksikelamu,Jah,"40"
EE00774809,"104042878",104042878,https://livekluster.ehr.ee/ui/ehr/v1/building/104042878,5694125,"Tartu maakond, Tartu linn, Tartu linn, Kotka tn 9",Kotka tn 9,"11101",Üksikelamu,Jah,"40"
EE00774617,"104042679",104042679,https://livekluster.ehr.ee/ui/ehr/v1/building/104042679,724835,"Tartu maakond, Tartu linn, Tartu linn, Pääsukese tn 11",Pääsukese tn 11,"11101",Üksikelamu,Jah,"40"
EE00771867,"104039660",104039660,https://livekluster.ehr.ee/ui/ehr/v1/building/104039660,711472,"Tartu maakond, Tartu linn, Tartu linn, Kuldnoka tn 15",Kuldnoka tn 15,"11101",Üksikelamu,Jah,"40"
EE00748577,"104014466",104014466,https://livekluster.ehr.ee/ui/ehr/v1/building/104014466,728463,"Tartu maakond, Tartu linn, Tartu linn, Pääsukese tn 20",Pääsukese tn 20,"11212",Kahe korteriga elamu,Jah,"40"
EE00771844,"104039637",104039637,https://livekluster.ehr.ee/ui/ehr/v1/building/104039637,720796,"Tartu maakond, Tartu linn, Tartu linn, Pääsukese tn 24",Pääsukese tn 24,"11101",Üksikelamu,Jah,"40"
EE00772316,"104040162",104040162,https://livekluster.ehr.ee/ui/ehr/v1/building/104040162,729226,"Tartu maakond, Tartu linn, Tartu linn, Ööbiku tn 7",Ööbiku tn 7,"11101",Üksikelamu,Jah,"40"
EE00751632,"104017752",104017752,https://livekluster.ehr.ee/ui/ehr/v1/building/104017752,716536,"Tartu maakond, Tartu linn, Tartu linn, Kuldnoka tn 16",Kuldnoka tn 16,"11101",Üksikelamu,Jah,"40"
EE00751306,"104017402",104017402,https://livekluster.ehr.ee/ui/ehr/v1/building/104017402,723756,"Tartu maakond, Tartu linn, Tartu linn, Kure tn 21",Kure tn 21,"11101",Üksikelamu,Jah,"40"
EE00775374,"104043474",104043474,https://livekluster.ehr.ee/ui/ehr/v1/building/104043474,724737,"Tartu maakond, Tartu linn, Tartu linn, Kure tn 31",Kure tn 31,"11101",Üksikelamu,Jah,"40"
EE00751182,"104017277",104017277,https://livekluster.ehr.ee/ui/ehr/v1/building/104017277,725374,"Tartu maakond, Tartu linn, Tartu linn, Pääsukese tn 9",Pääsukese tn 9,"11101",Üksikelamu,Jah,"40"
EE00751216,"104017312",104017312,https://livekluster.ehr.ee/ui/ehr/v1/building/104017312,729743,"Tartu maakond, Tartu linn, Tartu linn, Pääsukese tn 13",Pääsukese tn 13,"11101",Üksikelamu,Jah,"40"
EE00751266,"104017362",104017362,https://livekluster.ehr.ee/ui/ehr/v1/building/104017362,710261,"Tartu maakond, Tartu linn, Tartu linn, Kure tn 27",Kure tn 27,"11101",Üksikelamu,Jah,"40"
EE00774803,"104042871",104042871,https://livekluster.ehr.ee/ui/ehr/v1/building/104042871,709831,"Tartu maakond, Tartu linn, Tartu linn, Kotka tn 17",Kotka tn 17,"11101",Üksikelamu,Jah,"40"
EE00751643,"104017763",104017763,https://livekluster.ehr.ee/ui/ehr/v1/building/104017763,729063,"Tartu maakond, Tartu linn, Tartu linn, Kuldnoka tn 11",Kuldnoka tn 11,"11101",Üksikelamu,Jah,"40"
EE00775276,"104043373",104043373,https://livekluster.ehr.ee/ui/ehr/v1/building/104043373,716535,"Tartu maakond, Tartu linn, Tartu linn, Kuldnoka tn 6",Kuldnoka tn 6,"11101",Üksikelamu,Jah,"40"
EE00773770,"104041771",104041771,https://livekluster.ehr.ee/ui/ehr/v1/building/104041771,729769,"Tartu maakond, Tartu linn, Tartu linn, Kure tn 29",Kure tn 29,"11101",Üksikelamu,Jah,"40"
EE00760696,"104027386",104027386,https://livekluster.ehr.ee/ui/ehr/v1/building/104027386,710253,"Tartu maakond, Tartu linn, Tartu linn, Kuldnoka tn 13",Kuldnoka tn 13,"11101",Üksikelamu,Jah,"40"
EE00774614,"104042676",104042676,https://livekluster.ehr.ee/ui/ehr/v1/building/104042676,724504,"Tartu maakond, Tartu linn, Tartu linn, Pääsukese tn 1",Pääsukese tn 1,"11101",Üksikelamu,Jah,"40"
EE00751237,"104017333",104017333,https://livekluster.ehr.ee/ui/ehr/v1/building/104017333,723892,"Tartu maakond, Tartu linn, Tartu linn, Kure tn 26",Kure tn 26,"11101",Üksikelamu,Jah,"40"
EE00751050,"104017135",104017135,https://livekluster.ehr.ee/ui/ehr/v1/building/104017135,727175,"Tartu maakond, Tartu linn, Tartu linn, Ööbiku tn 24a",Ööbiku tn 24a,"11101",Üksikelamu,Jah,"40"
EE00775384,"104043484",104043484,https://livekluster.ehr.ee/ui/ehr/v1/building/104043484,721419,"Tartu maakond, Tartu linn, Tartu linn, Kure tn 17",Kure tn 17,"11101",Üksikelamu,Jah,"40"
EE00751641,"104017761",104017761,https://livekluster.ehr.ee/ui/ehr/v1/building/104017761,710016,"Tartu maakond, Tartu linn, Tartu linn, Kuldnoka tn 18",Kuldnoka tn 18,"11101",Üksikelamu,Jah,"40"
EE00774848,"104042917",104042917,https://livekluster.ehr.ee/ui/ehr/v1/building/104042917,711466,"Tartu maakond, Tartu linn, Tartu linn, Kotka tn 3",Kotka tn 3,"11101",Üksikelamu,Jah,"40"
EE00751352,"104017451",104017451,https://livekluster.ehr.ee/ui/ehr/v1/building/104017451,727770,"Tartu maakond, Tartu linn, Tartu linn, Kure tn 20",Kure tn 20,"11101",Üksikelamu,Jah,"40"
EE00775557,"104043663",104043663,https://livekluster.ehr.ee/ui/ehr/v1/building/104043663,724757,"Tartu maakond, Tartu linn, Tartu linn, Käo põik 10",Käo põik 10,"11101",Üksikelamu,Jah,"40"
EE00775383,"104043483",104043483,https://livekluster.ehr.ee/ui/ehr/v1/building/104043483,723248,"Tartu maakond, Tartu linn, Tartu linn, Kure tn 19",Kure tn 19,"11101",Üksikelamu,Jah,"40"
EE00775385,"104043485",104043485,https://livekluster.ehr.ee/ui/ehr/v1/building/104043485,719535,"Tartu maakond, Tartu linn, Tartu linn, Kure tn 12",Kure tn 12,"11101",Üksikelamu,Jah,"40"
EE00772317,"104040163",104040163,https://livekluster.ehr.ee/ui/ehr/v1/building/104040163,725486,"Tartu maakond, Tartu linn, Tartu linn, Ööbiku tn 8",Ööbiku tn 8,"11101",Üksikelamu,Jah,"40"
EE00769854,"104037352",104037352,https://livekluster.ehr.ee/ui/ehr/v1/building/104037352,5694059,"Tartu maakond, Tartu linn, Tartu linn, Kuldnoka tn 2",Kuldnoka tn 2,"11102",Ridaelamu või kaksikelamu sektsioon (juhul kui on oma katus ja sissepääs maapinnalt),Jah,"40"
EE00749745,"104015722",104015722,https://livekluster.ehr.ee/ui/ehr/v1/building/104015722,725749,"Tartu maakond, Tartu linn, Tartu linn, Ööbiku tn 16b",Ööbiku tn 16b,"11101",Üksikelamu,Jah,"40"
EE01640597,"104016023",104016023,https://livekluster.ehr.ee/ui/ehr/v1/building/104016023,5694115,"Tartu maakond, Tartu linn, Tartu linn, Pääsukese tn 7",Pääsukese tn 7,"11101",Üksikelamu,Jah,"40"
EE00774805,"104042873",104042873,https://livekluster.ehr.ee/ui/ehr/v1/building/104042873,725770,"Tartu maakond, Tartu linn, Tartu linn, Kotka tn 15",Kotka tn 15,"11101",Üksikelamu,Jah,"40"
EE00770732,"104038379",104038379,https://livekluster.ehr.ee/ui/ehr/v1/building/104038379,716534,"Tartu maakond, Tartu linn, Tartu linn, Kuldnoka tn 4",Kuldnoka tn 4,"11101; 11102","Üksikelamu; Ridaelamu või kaksikelamu sektsioon (juhul kui on oma katus ja sissepääs maapinnalt)",Jah,"40"
EE00749586,"104015559",104015559,https://livekluster.ehr.ee/ui/ehr/v1/building/104015559,726386,"Tartu maakond, Tartu linn, Tartu linn, Ööbiku tn 21",Ööbiku tn 21,"11101",Üksikelamu,Jah,"40"
EE00773694,"104041687",104041687,https://livekluster.ehr.ee/ui/ehr/v1/building/104041687,5694114,"Tartu maakond, Tartu linn, Tartu linn, Kuldnoka tn 17",Kuldnoka tn 17,"11221",Ridaelamu,Jah,"40"
EE00771700,"104039475",104039475,https://livekluster.ehr.ee/ui/ehr/v1/building/104039475,736791,"Tartu maakond, Tartu linn, Tartu linn, Ööbiku tn 5",Ööbiku tn 5,"11101",Üksikelamu,Jah,"40"
EE00764950,"104031949",104031949,https://livekluster.ehr.ee/ui/ehr/v1/building/104031949,721523,"Tartu maakond, Tartu linn, Tartu linn, Pääsukese tn 3",Pääsukese tn 3,"11101",Üksikelamu,Jah,"40"
EE00757719,"104024197",104024197,https://livekluster.ehr.ee/ui/ehr/v1/building/104024197,722837,"Tartu maakond, Tartu linn, Tartu linn, Kure tn 18",Kure tn 18,"11101",Üksikelamu,Jah,"40"
EE00751236,"104017332",104017332,https://livekluster.ehr.ee/ui/ehr/v1/building/104017332,725885,"Tartu maakond, Tartu linn, Tartu linn, Käo põik 8",Käo põik 8,"11101",Üksikelamu,Jah,"40"
EE00772163,"104040003",104040003,https://livekluster.ehr.ee/ui/ehr/v1/building/104040003,728321,"Tartu maakond, Tartu linn, Tartu linn, Kure tn 14",Kure tn 14,"11101",Üksikelamu,Jah,"40"
EE00773593,"104041581",104041581,https://livekluster.ehr.ee/ui/ehr/v1/building/104041581,722311,"Tartu maakond, Tartu linn, Tartu linn, Suur kaar 6",Suur kaar 6,"11101",Üksikelamu,Jah,"40"
EE00770257,"104037805",104037805,https://livekluster.ehr.ee/ui/ehr/v1/building/104037805,723818,"Tartu maakond, Tartu linn, Tartu linn, Kure tn 16",Kure tn 16,"11101",Üksikelamu,Jah,"40"
EE00751203,"104017298",104017298,https://livekluster.ehr.ee/ui/ehr/v1/building/104017298,726435,"Tartu maakond, Tartu linn, Tartu linn, Käo põik 3",Käo põik 3,"11101",Üksikelamu,Jah,"40"
EE00751238,"104017334",104017334,https://livekluster.ehr.ee/ui/ehr/v1/building/104017334,729093,"Tartu maakond, Tartu linn, Tartu linn, Käo põik 9",Käo põik 9,"11101",Üksikelamu,Jah,"40"
EE00773085,"104041007",104041007,https://livekluster.ehr.ee/ui/ehr/v1/building/104041007,711159,"Tartu maakond, Tartu linn, Tartu linn, Kuldnoka tn 9",Kuldnoka tn 9,"11101",Üksikelamu,Jah,"40"
EE00771417,"104039161",104039161,https://livekluster.ehr.ee/ui/ehr/v1/building/104039161,710331,"Tartu maakond, Tartu linn, Tartu linn, Kuldnoka tn 8",Kuldnoka tn 8,"11102",Ridaelamu või kaksikelamu sektsioon (juhul kui on oma katus ja sissepääs maapinnalt),Jah,"40"
EE00775559,"104043665",104043665,https://livekluster.ehr.ee/ui/ehr/v1/building/104043665,724155,"Tartu maakond, Tartu linn, Tartu linn, Käo põik 7",Käo põik 7,"11101",Üksikelamu,Jah,"40"
EE00772334,"104040180",104040180,https://livekluster.ehr.ee/ui/ehr/v1/building/104040180,725065,"Tartu maakond, Tartu linn, Tartu linn, Ööbiku tn 19",Ööbiku tn 19,"11101",Üksikelamu,Jah,"40"
EE00765313,"104032350",104032350,https://livekluster.ehr.ee/ui/ehr/v1/building/104032350,730000,"Tartu maakond, Tartu linn, Tartu linn, Alasi tn 8",Alasi tn 8,"11212",Kahe korteriga elamu,Jah,"50"
EE00765521,"104032564",104032564,https://livekluster.ehr.ee/ui/ehr/v1/building/104032564,729462,"Tartu maakond, Tartu linn, Tartu linn, Alasi tn 24",Alasi tn 24,"11101",Üksikelamu,Jah,"50"
EE00772543,"104040411",104040411,https://livekluster.ehr.ee/ui/ehr/v1/building/104040411,731115,"Tartu maakond, Tartu linn, Tartu linn, Jalaka tn 41",Jalaka tn 41,"11101",Üksikelamu,Jah,"50"
EE00772544,"104040412",104040412,https://livekluster.ehr.ee/ui/ehr/v1/building/104040412,730183,"Tartu maakond, Tartu linn, Tartu linn, Jalaka tn 39",Jalaka tn 39,"11101",Üksikelamu,Jah,"50"
EE00749826,"104015809",104015809,https://livekluster.ehr.ee/ui/ehr/v1/building/104015809,731123,"Tartu maakond, Tartu linn, Tartu linn, Alasi tn 10",Alasi tn 10,"11101",Üksikelamu,Jah,"50"
EE00749066,"104014991",104014991,https://livekluster.ehr.ee/ui/ehr/v1/building/104014991,726574,"Tartu maakond, Tartu linn, Tartu linn, Sepa tn 11",Sepa tn 11,"11101",Üksikelamu,Jah,"50"
EE00775608,"104043716",104043716,https://livekluster.ehr.ee/ui/ehr/v1/building/104043716,712297,"Tartu maakond, Tartu linn, Tartu linn, Leegi tn 3",Leegi tn 3,"11101",Üksikelamu,Jah,"50"
EE00765522,"104032565",104032565,https://livekluster.ehr.ee/ui/ehr/v1/building/104032565,729337,"Tartu maakond, Tartu linn, Tartu linn, Alasi tn 26",Alasi tn 26,"11101",Üksikelamu,Jah,"50"
EE00770501,"104038120",104038120,https://livekluster.ehr.ee/ui/ehr/v1/building/104038120,731931,"Tartu maakond, Tartu linn, Tartu linn, Alasi tn 2",Alasi tn 2,"11101",Üksikelamu,Jah,"50"
EE00749823,"104015806",104015806,https://livekluster.ehr.ee/ui/ehr/v1/building/104015806,728520,"Tartu maakond, Tartu linn, Tartu linn, Alasi tn 6",Alasi tn 6,"11101",Üksikelamu,Jah,"50"
EE00750267,"104016311",104016311,https://livekluster.ehr.ee/ui/ehr/v1/building/104016311,731930,"Tartu maakond, Tartu linn, Tartu linn, Jalaka tn 53",Jalaka tn 53,"11101",Üksikelamu,Jah,"50"
EE00765315,"104032352",104032352,https://livekluster.ehr.ee/ui/ehr/v1/building/104032352,711295,"Tartu maakond, Tartu linn, Tartu linn, Alasi tn 12",Alasi tn 12,"11101",Üksikelamu,Jah,"50"
EE00750430,"104016479",104016479,https://livekluster.ehr.ee/ui/ehr/v1/building/104016479,729219,"Tartu maakond, Tartu linn, Tartu linn, Sepa tn 5",Sepa tn 5,"11101",Üksikelamu,Jah,"50"
EE00772440,"104040300",104040300,https://livekluster.ehr.ee/ui/ehr/v1/building/104040300,732003,"Tartu maakond, Tartu linn, Tartu linn, Jalaka tn 55",Jalaka tn 55,"11101",Üksikelamu,Jah,"50"
EE00762661,"104029504",104029504,https://livekluster.ehr.ee/ui/ehr/v1/building/104029504,731269,"Tartu maakond, Tartu linn, Tartu linn, Jalaka tn 43",Jalaka tn 43,"11101",Üksikelamu,Jah,"50"
EE00765321,"104032358",104032358,https://livekluster.ehr.ee/ui/ehr/v1/building/104032358,727293,"Tartu maakond, Tartu linn, Tartu linn, Alasi tn 16",Alasi tn 16,"11101",Üksikelamu,Jah,"50"
EE00750923,"104017006",104017006,https://livekluster.ehr.ee/ui/ehr/v1/building/104017006,731673,"Tartu maakond, Tartu linn, Tartu linn, Alasi tn 18",Alasi tn 18,"11101",Üksikelamu,Jah,"50"
EE00750925,"104017008",104017008,https://livekluster.ehr.ee/ui/ehr/v1/building/104017008,727304,"Tartu maakond, Tartu linn, Tartu linn, Alasi tn 28",Alasi tn 28,"11101",Üksikelamu,Jah,"50"
EE00771263,"104038986",104038986,https://livekluster.ehr.ee/ui/ehr/v1/building/104038986,731910,"Tartu maakond, Tartu linn, Tartu linn, Jalaka tn 33",Jalaka tn 33,"11101",Üksikelamu,Jah,"50"
EE00749681,"104015657",104015657,https://livekluster.ehr.ee/ui/ehr/v1/building/104015657,726762,"Tartu maakond, Tartu linn, Tartu linn, Sepa tn 15",Sepa tn 15,"11101",Üksikelamu,Jah,"50"
EE00769451,"104036881",104036881,https://livekluster.ehr.ee/ui/ehr/v1/building/104036881,731380,"Tartu maakond, Tartu linn, Tartu linn, Võru tn 224",Võru tn 224,"11101",Üksikelamu,Jah,"50"
EE00765517,"104032560",104032560,https://livekluster.ehr.ee/ui/ehr/v1/building/104032560,728549,"Tartu maakond, Tartu linn, Tartu linn, Alasi tn 20",Alasi tn 20,"11101",Üksikelamu,Jah,"50"
EE00760332,"104026997",104026997,https://livekluster.ehr.ee/ui/ehr/v1/building/104026997,714432,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 21",Kalevi tn 21,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE01096617,"120544001",120544001,https://livekluster.ehr.ee/ui/ehr/v1/building/120544001,716588,"Tartu maakond, Tartu linn, Tartu linn, Pargi tn 1",Pargi tn 1,"11212",Kahe korteriga elamu,Jah,"50"
EE00750582,"104016636",104016636,https://livekluster.ehr.ee/ui/ehr/v1/building/104016636,716342,"Tartu maakond, Tartu linn, Tartu linn, Pargi tn 3",Pargi tn 3,"11101",Üksikelamu,Jah,"50"
EE00766971,"104034197",104034197,https://livekluster.ehr.ee/ui/ehr/v1/building/104034197,715357,"Tartu maakond, Tartu linn, Tartu linn, Pargi tn 7",Pargi tn 7,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00747958,"104013795",104013795,https://livekluster.ehr.ee/ui/ehr/v1/building/104013795,714732,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 27",Kalevi tn 27,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE01032577,"120303289",120303289,https://livekluster.ehr.ee/ui/ehr/v1/building/120303289,5690859,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 37",Kalevi tn 37,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00773081,"104041003",104041003,https://livekluster.ehr.ee/ui/ehr/v1/building/104041003,721073,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 11",Kalevi tn 11,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE03673152,"120847167",120847167,https://livekluster.ehr.ee/ui/ehr/v1/building/120847167,7535385,"Tartu maakond, Tartu linn, Tartu linn, Tähe tn 12",Tähe tn 12,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00747967,"104013804",104013804,https://livekluster.ehr.ee/ui/ehr/v1/building/104013804,716152,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 53",Kalevi tn 53,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00766890,"104034096",104034096,https://livekluster.ehr.ee/ui/ehr/v1/building/104034096,713740,"Tartu maakond, Tartu linn, Tartu linn, Riia tn 8",Riia tn 8,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE03641067,"120833886",120833886,https://livekluster.ehr.ee/ui/ehr/v1/building/120833886,7494977,"Tartu maakond, Tartu linn, Tartu linn, Pargi tn 17",Pargi tn 17,"11222",Muu kolme või enama korteriga elamu,Jah,"50"
EE00747716,"104013516",104013516,https://livekluster.ehr.ee/ui/ehr/v1/building/104013516,720515,"Tartu maakond, Tartu linn, Tartu linn, Anne tn 37b",Anne tn 37b,"11101",Üksikelamu,Jah,"40"
EE00751196,"104017291",104017291,https://livekluster.ehr.ee/ui/ehr/v1/building/104017291,719998,"Tartu maakond, Tartu linn, Tartu linn, Uus tn 67",Uus tn 67,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE00751816,"104017948",104017948,https://livekluster.ehr.ee/ui/ehr/v1/building/104017948,720994,"Tartu maakond, Tartu linn, Tartu linn, Pikk tn 90",Pikk tn 90,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE00751821,"104017953",104017953,https://livekluster.ehr.ee/ui/ehr/v1/building/104017953,719999,"Tartu maakond, Tartu linn, Tartu linn, Pikk tn 96",Pikk tn 96,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE00748547,"104014436",104014436,https://livekluster.ehr.ee/ui/ehr/v1/building/104014436,717651,"Tartu maakond, Tartu linn, Tartu linn, Paju tn 11a",Paju tn 11a,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE00752596,"104018841",104018841,https://livekluster.ehr.ee/ui/ehr/v1/building/104018841,724863,"Tartu maakond, Tartu linn, Tartu linn, Uus tn 63a",Uus tn 63a,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE00757206,"104023646",104023646,https://livekluster.ehr.ee/ui/ehr/v1/building/104023646,720264,"Tartu maakond, Tartu linn, Tartu linn, Anne tn 33a",Anne tn 33a,"11101",Üksikelamu,Jah,"40"
EE00765252,"104032282",104032282,https://livekluster.ehr.ee/ui/ehr/v1/building/104032282,720977,"Tartu maakond, Tartu linn, Tartu linn, Sõpruse pst 17",Sõpruse pst 17,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE00747713,"104013510",104013510,https://livekluster.ehr.ee/ui/ehr/v1/building/104013510,723638,"Tartu maakond, Tartu linn, Tartu linn, Anne tn 23",Anne tn 23,"11101",Üksikelamu,Jah,"40"
EE00751844,"104017981",104017981,https://livekluster.ehr.ee/ui/ehr/v1/building/104017981,720493,"Tartu maakond, Tartu linn, Tartu linn, Uus tn 63",Uus tn 63,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE03745721,"121276893",121276893,https://livekluster.ehr.ee/ui/ehr/v1/building/121276893,7908318,"Tartu maakond, Tartu linn, Tartu linn, Paju tn 11c/2",Paju tn 11c/2,"11101",Üksikelamu,Jah,"40"
EE00751766,"104017891",104017891,https://livekluster.ehr.ee/ui/ehr/v1/building/104017891,724237,"Tartu maakond, Tartu linn, Tartu linn, Uus tn 61",Uus tn 61,"11222; 12311; 12312","Muu kolme või enama korteriga elamu; Kaubandushoone; Kauplus, mis ei ole toidukauplus",Jah,"40"
EE00751148,"104017240",104017240,https://livekluster.ehr.ee/ui/ehr/v1/building/104017240,724999,"Tartu maakond, Tartu linn, Tartu linn, Anne tn 43",Anne tn 43,"11222",Muu kolme või enama korteriga elamu,Jah,"40"
EE00757526,"104023997",104023997,https://livekluster.ehr.ee/ui/ehr/v1/building/104023997,725144,"Tartu maakond, Tartu linn, Tartu linn, Kesa tn 8",Kesa tn 8,"11101",Üksikelamu,Jah,"40"
EE00773677,"104041669",104041669,https://livekluster.ehr.ee/ui/ehr/v1/building/104041669,727288,"Tartu maakond, Tartu linn, Tartu linn, Timuti tn 4",Timuti tn 4,"11101",Üksikelamu,Jah,"40"
EE00750470,"104016520",104016520,https://livekluster.ehr.ee/ui/ehr/v1/building/104016520,732035,"Tartu maakond, Tartu linn, Tartu linn, Timuti tn 24",Timuti tn 24,"11101",Üksikelamu,Jah,"40"
EE00773659,"104041651",104041651,https://livekluster.ehr.ee/ui/ehr/v1/building/104041651,724351,"Tartu maakond, Tartu linn, Tartu linn, Kesa tn 15",Kesa tn 15,"11101",Üksikelamu,Jah,"40"
EE00773679,"104041671",104041671,https://livekluster.ehr.ee/ui/ehr/v1/building/104041671,730864,"Tartu maakond, Tartu linn, Tartu linn, Timuti tn 8",Timuti tn 8,"11101",Üksikelamu,Jah,"40"
EE00773678,"104041670",104041670,https://livekluster.ehr.ee/ui/ehr/v1/building/104041670,727294,"Tartu maakond, Tartu linn, Tartu linn, Timuti tn 6",Timuti tn 6,"11101",Üksikelamu,Jah,"40"
EE00773597,"104041585",104041585,https://livekluster.ehr.ee/ui/ehr/v1/building/104041585,5694029,"Tartu maakond, Tartu linn, Tartu linn, Kesa tn 32",Kesa tn 32,"11101",Üksikelamu,Jah,"40"
EE00765640,"104032693",104032693,https://livekluster.ehr.ee/ui/ehr/v1/building/104032693,5693589,"Tartu maakond, Tartu linn, Tartu linn, Timuti tn 40",Timuti tn 40,"11101",Üksikelamu,Jah,"40"
EE00773660,"104041652",104041652,https://livekluster.ehr.ee/ui/ehr/v1/building/104041652,713541,"Tartu maakond, Tartu linn, Tartu linn, Kesa tn 17",Kesa tn 17,"11101",Üksikelamu,Jah,"40"
