Index,Address,Room Count,Size,Price,Teenus_arv,Teenustase,Tookoht_protsent,Kool_arv,Lasteaed_arv,Toidupood_arv,Toidukoht_arv,Parkimisnorm,Parkimis_koefitsent,MYRAKLASS,Longitude,Latitude,Distance
637,"Tartu, Karlova, Võru 38",1,27.6,72000,45.0,Hea tase,68.96497137,3.0,7.0,9.0,58.0,31.0,0.31035029,60.0,26.72206018853885,58.3713354,976.2747480172062
638,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-14 (Broneeritud)",1,31.3,112990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283569
639,"Tartu, Tartu linn, Karlova, Sõbra tn 48",2,43.3,108000,11.0,Baastase,34.60728518,2.0,1.0,3.0,9.0,83.0,0.82696357,55.0,26.73940364409518,58.3650325,1954.9778252866045
640,"Tartu, Tartu linn, Karlova, Siili tn 10-1",2,46.5,152000,8.0,-,24.62254439,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.61868824516432,58.325984000000005,8550.508831046573
641,"Tartu, Tartu linn, Raadi-Kruusamäe, Kukerpuu tn 1-13",3,59.5,162000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.718818592905595,58.40789463667722,3102.4995481593446
642,"Tartu, Tartu linn, Annelinn, Kaunase puiestee 10",3,65.8,105000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.768346,58.371093,2876.710154831294
643,"Tartu, Tartu linn, Ülejõe, Pikk tn 84",4,66.9,150000,37.0,Hea tase,57.05534156,3.0,1.0,14.0,30.0,43.0,0.42944658,55.0,26.74265171842105,58.3784895,1205.9697353653214
644,"Tartu, Tartu linn, Kesklinn, Aleksandri tn 32/1-24",2,52.2,219000,28.0,Hea tase,65.44561192,1.0,3.0,11.0,30.0,35.0,0.34554388,46.17695630081301,26.73625413715018,58.37281655,1152.27592193612
645,"Tartu, Tartu linn, Raadi-Kruusamäe, Vahi tn 11/1-12",4,84.9,263190,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.73175571901709,58.396975,1959.857475370379
647,"Tartu, Tartu linn, Jaamamõisa, Lääne 11",2,37.8,73000,10.0,Baastase,30.92695296,2.0,1.0,3.0,3.0,85.0,0.84536524,40.0,26.753661988402065,58.3846446,1905.062636148884
648,"Tartu, Tartu linn, Ülejõe, Ujula põik 1-1",2,47.8,236000,3.0,-,46.12272023,0.0,1.0,2.0,4.0,100.0,1.0,50.0,26.716058399999994,58.391442,1314.546842822366
649,"Tartu, Tartu linn, Supilinn, Meloni 33-7",2,39.2,223000,7.0,-,35.00083101,1.0,1.0,1.0,0.0,100.0,1.0,40.0,26.71309246237952,58.38955615,1182.186857989629
650,"Tartu, Tartu linn, Kesklinn, Riia tn 22a",2,49.6,249900,37.0,Hea tase,78.99182163,2.0,7.0,9.0,42.0,21.0,0.21008178,60.0,26.718279685851563,58.37195125,937.1278873404673
651,"Tartu, Tartu linn, Ülejõe, Ülejõe, Anne 2",4,60.3,133000,14.0,Baastase,55.26686322,3.0,1.0,8.0,11.0,72.0,0.72366568,46.17695630081301,26.74364030209784,58.38210265,1270.0828204929635
652,"Tartu, Tartu linn, Kesklinn, Fortuuna 1",3,83.6,195000,103.0,Hea tase,70.53889493,3.0,2.0,11.0,142.0,29.0,0.29461105,60.0,26.731315103819675,58.3805625,531.7859064194713
653,"Tartu, Tartu linn, Ülejõe, Uus 36",2,43.7,109999,18.0,Baastase,56.07335859,3.0,1.0,12.0,12.0,72.0,0.71963321,40.0,26.74205709576117,58.38121315,1164.3503923810158
654,"Tartu, Tartu linn, Kesklinn, Kloostri tn 6 (Broneeritud)",2,51.8,115000,77.0,Hea tase,51.00523794,1.0,3.0,8.0,92.0,49.0,0.48994762,40.0,26.71699610297398,58.38375155,510.4783704820236
655,"Tartu, Tartu linn, Tähtvere, Hiie 46",3,89.0,167000,6.0,-,51.53815502,0.0,1.0,3.0,3.0,100.0,1.0,45.0,26.695482391500903,58.381827,1578.835121429985
656,"Tartu, Tartu linn, Tammelinn, Savi tn 6a",2,38.3,160000,4.0,Baastase,37.86653336,1.0,2.0,2.0,1.0,81.0,0.81066733,40.0,26.69286707363009,58.3579106,3011.478704539663
657,"Tartu, Ränilinn, Rehetare tee 2",5,132.0,245000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.70569858516169,58.33667051161451,4933.605064179058
658,"Tartu, Tartu linn, Variku, Timuti tn 13a",2,38.2,125000,1.0,-,18.24479303,1.0,0.0,0.0,0.0,100.0,1.0,40.0,26.70364350054645,58.3480692,3730.5145020276027
659,"Tartu, Tartu linn, Raadi-Kruusamäe, Stardiraja tn 3-24",3,63.5,173900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.769573252368453,58.404760658375054,3898.6336289183027
660,"Tartu, Tartu linn, Annelinn, Jaama 189",3,65.4,110000,16.0,Baastase,18.04424231,4.0,5.0,8.0,6.0,91.0,0.90977879,46.17695630081301,26.76591852329645,58.377764,2567.0563959123606
661,"Tartu, Kesklinn, Aida tn 3c",3,92.0,235000,39.0,Hea tase,62.65127054,1.0,5.0,10.0,42.0,37.0,0.37348729,46.17695630081301,26.733739978220537,58.46937785,9966.82830521003
662,"Tartu, Tartu linn, Karlova, Lev Tolstoi 13a",4,85.2,235000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.73086093359376,58.3690995,1324.3937557020934
663,"Tartu, Tartu linn, Raadi-Kruusamäe, Kaupmehe tn 12-27",3,65.2,187900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.7477789478951,58.346265205735016,4053.65993280633
664,"Tartu, Annelinn, Kalda tee 24",3,65.3,165000,21.0,Baastase,29.69389899,4.0,6.0,8.0,13.0,85.0,0.85153051,55.0,26.76248788709677,58.372318,2507.8489960413845
665,"Tartu, Tartu linn, Ihaste, Varsa tn 7/5  UUS HIND!",4,144.1,247000,0.0,-,0.11265612,0.0,0.0,0.0,0.0,100.0,1.0,46.17695630081301,26.764219091024167,58.3510035,4065.9299245902735
666,"Tartu, Tartu linn, Supilinn, Oa tn 35a-9 (Broneeritud)",2,32.5,143900,5.0,Baastase,34.84641566,1.0,1.0,1.0,2.0,83.0,0.82576792,46.17695630081301,26.711111607549853,58.390041,1285.3262337028034
667,"Tartu, Tartu linn, Jaamamõisa, Põhja pst 17-24",2,47.8,79900,15.0,Baastase,51.05529219,3.0,1.0,5.0,9.0,74.0,0.74472354,50.0,26.755503152172253,58.38280175,1967.4870933883349
668,"Tartu, Tartu linn, Tammelinn, Savi tn 6a",4,90.9,268000,4.0,Baastase,37.86653336,1.0,2.0,2.0,1.0,81.0,0.81066733,40.0,26.69286707363009,58.3579106,3011.478704539663
669,"Tartu, Tartu linn, Kesklinn, Vanalinn, Vallikraavi tn 10",1,20.5,125000,113.0,Hea tase,65.83249332,3.0,7.0,11.0,148.0,34.0,0.34167507,46.17695630081301,26.7198880958238,58.3778606,285.6395302206107
670,"Tartu, Tartu linn, Ülejõe, Ujula tn 51/1-10",3,54.6,270000,3.0,-,29.31731487,0.0,1.0,2.0,4.0,100.0,1.0,46.17695630081301,26.71630179510244,58.392006,1371.3380504088582
671,"Tartu, Tartu linn, Veeriku, Näituse 28",1,32.7,64999,22.0,Baastase,63.13800457,2.0,1.0,3.0,6.0,68.0,0.68430998,55.0,26.699622500000004,58.3764405,1386.2281496076293
672,"Tartu, Tartu linn, Ülejõe, Fortuuna tn 33-1",1,28.5,129900,64.0,Hea tase,61.65628658,2.0,2.0,13.0,58.0,38.0,0.38343713,60.0,26.73578672510425,58.3809274,796.2431217471523
673,"Tartu, Tartu linn, Ülejõe, Kesklinn, Jaama tn 22",1,34.0,69900,19.0,Baastase,55.50377255,2.0,2.0,9.0,14.0,72.0,0.72248114,50.0,26.73414691231343,58.385844500000005,944.6403511420169
674,"Tartu, Tartu linn, Kesklinn, Aleksandri tn 32/1-4",2,40.9,170000,28.0,Hea tase,65.44561192,1.0,3.0,11.0,30.0,35.0,0.34554388,46.17695630081301,26.73625413715018,58.37281655,1152.27592193612
675,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 2-3",4,91.4,251900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.752531608695023,58.39924085879738,2771.0535209028326
676,"Tartu, Annelinn, Jaama 167-60",3,59.9,165000,21.0,Baastase,51.93388892,4.0,5.0,6.0,5.0,74.0,0.74033056,60.0,26.76250332674439,58.3797559,2354.272470293826
677,"Tartu, Tartu linn, Karlova, Rebase 17-1",3,75.7,234000,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
678,"Tartu, Tartu linn, Karlova, Sõbra tn 35a",3,81.7,220000,12.0,-,49.39507545,2.0,0.0,4.0,7.0,100.0,1.0,55.0,26.73724968303572,58.3644495,1951.215266587651
679,"Tartu, Tartu linn, Ülejõe, Raatuse tn 101",2,39.3,140000,15.0,Baastase,57.80482832,2.0,3.0,11.0,8.0,71.0,0.71097586,55.0,26.73927620149719,58.383979,1084.7681181070786
680,"Tartu, Tartu linn, Annelinn, Kaunase pst 6",1,33.6,65900,21.0,Baastase,30.53337503,4.0,7.0,8.0,6.0,85.0,0.84733312,50.0,26.766921,58.3731097,2726.202974976921
681,"Tartu, Tartu linn, Ropka, Ropka tn 15a",2,47.3,127000,4.0,Baastase,60.50196532,2.0,4.0,4.0,8.0,70.0,0.69749017,46.17695630081301,26.726130394635,58.3573626,2542.6121442973736
682,"Tartu, Tartu linn, Karlova, Siili tn 12-34",2,55.5,189000,8.0,-,23.81941821,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.618443,58.3262085,8543.097436663144
683,"Tartu, Tartu linn, Annelinn, Kalda tee 28",3,72.7,114500,14.0,Baastase,36.7939511,4.0,6.0,8.0,5.0,82.0,0.81603024,55.0,26.76469315909091,58.3718615,2646.521317344958
684,"Tartu, Tartu linn, Kesklinn, Jakobi 19",2,48.9,142000,83.0,Hea tase,51.37455151,3.0,4.0,8.0,102.0,49.0,0.48625448,55.0,26.71521500183824,58.3824375,487.9324914831494
685,"Tartu, Veeriku, Väike-Kaar 43",2,34.6,80000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.701121250647144,58.3736873,1428.6655578053112
686,"Tartu, Annelinn, Pikk tn 80",3,72.8,130000,31.0,Hea tase,58.53319224,3.0,1.0,14.0,32.0,41.0,0.41466808,50.0,26.74116684198213,58.379077550000005,1111.5213790552582
687,"Tartu, Tartu linn, Jaamamõisa, Põhja pst 25",2,48.2,82000,13.0,Baastase,50.90087685,3.0,1.0,4.0,7.0,75.0,0.74549562,50.0,26.756542000000003,58.383964000000006,2050.752658175832
688,"Tartu, Tartu linn, Jaamamõisa, Lehe 24",3,66.0,195000,8.0,Baastase,30.22708362,3.0,1.0,4.0,2.0,85.0,0.84886458,50.0,26.76129155253082,58.38313095,2307.7896970284723
689,"Tartu, Tartu linn, Raadi-Kruusamäe, Roosi 34",1,15.5,54000,10.0,Baastase,51.23651801,1.0,2.0,4.0,7.0,74.0,0.74381741,55.0,26.735901695363467,58.3881375,1199.0014657288061
690,"Tartu, Tartu linn, Ülejõe, Narva mnt 90",2,56.0,110000,37.0,Hea tase,58.68464216,2.0,3.0,8.0,21.0,41.0,0.41315358,60.0,26.72647313164319,58.38442013753218,540.4614684443753
691,"Tartu, Annelinn, Kaunase pst 12",3,63.1,136500,19.0,Baastase,33.66938377,4.0,6.0,7.0,9.0,83.0,0.83165308,46.17695630081301,26.76566744015444,58.374338,2619.1140448070487
692,"Tartu, Tartu linn, Annelinn, Mõisavahe 27",4,76.8,110000,10.0,Baastase,35.08140836,1.0,3.0,5.0,4.0,82.0,0.82459296,50.0,26.772042000000003,58.369012,3163.487790102331
693,"Tartu, Kesklinn, Fortuuna 27-1",2,41.6,185000,70.0,Hea tase,61.65628658,2.0,2.0,13.0,62.0,38.0,0.38343713,60.0,26.73539363247176,58.38090445,773.104484089641
694,"Tartu, Tartu linn, Veeriku, Ravila tn 47",1,28.1,72000,7.0,Baastase,56.03468641,1.0,3.0,4.0,3.0,72.0,0.71982657,45.0,26.68409368204692,58.37623855,2274.551933873078
695,"Tartu, Tartu linn, Kesklinn, Riia tn 8",4,106.9,199000,67.0,Hea tase,82.78161397,3.0,8.0,10.0,90.0,17.0,0.17218386,50.0,26.724670257062144,58.374442,645.6538379971045
696,"Tartu, Tartu linn, Karlova, Tähe tn 20",3,75.1,159900,18.0,Baastase,64.59794787,2.0,5.0,10.0,21.0,68.0,0.67701026,40.0,26.727765637495104,58.370304,1137.5089657610297
697,"Tartu, Tartu linn, Ränilinn, Kristalli tn 16",2,46.0,140000,1.0,-,34.25357416,0.0,1.0,2.0,0.0,100.0,1.0,40.0,26.68158395118796,58.35002645,4109.824077408537
698,"Tartu, Tartu linn, Karlova, Siili tn 1",3,49.0,195900,10.0,-,38.65585979,1.0,0.0,3.0,8.0,100.0,1.0,50.0,26.746032183154018,58.3675203,1974.040096986509
699,"Tartu, Tartu linn, Karlova, Rebase 17-89",3,74.6,239000,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
700,"Tartu, Annelinn, Mõisavahe tn 43",1,30.3,67000,13.0,Baastase,36.6144736,2.0,5.0,6.0,8.0,82.0,0.81692763,46.17695630081301,26.77780097540116,58.373658000000006,3327.5100733616673
701,"Tartu, Tartu linn, Ihaste, Pillikoori tee 5/3",3,75.2,189900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.79073769471698,58.3661147,4298.745828914666
702,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 16-1",4,56.0,171990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.75408805278503,58.3866365,1998.7752654199098
703,"Tartu, Tartu linn, Annelinn, Mõisavahe 63",4,77.7,139900,6.0,Baastase,33.57136216,1.0,2.0,5.0,3.0,83.0,0.83214319,40.0,26.772082883809503,58.36681455,3269.034390934897
704,"Tartu, Tartu linn, Annelinn, Anne tn 49 (Broneeritud)",2,46.1,74900,33.0,Hea tase,51.56657079,4.0,4.0,7.0,18.0,48.0,0.48433429,45.0,26.749611462673823,58.37750045,1625.7558511661132
705,"Tartu, Tartu linn, Kesklinn, Raekoja plats 4-8",2,31.9,162990,123.0,Hea tase,65.35624919,2.0,3.0,11.0,145.0,35.0,0.34643751,46.17695630081301,26.721694841397728,58.38047395,53.51346705124285
706,"Tartu, Kesklinn, Lai 36b-7",2,49.3,225000,95.0,Hea tase,67.59969412,1.0,4.0,10.0,114.0,32.0,0.32400306,46.17695630081301,26.72026895066297,58.38374035,422.04876494382535
707,"Tartu, Annelinn, Kalda tee 10",2,46.6,79700,27.0,Hea tase,42.02213971,5.0,3.0,9.0,17.0,58.0,0.5797786,40.0,26.75646789913027,58.373981,2113.8953775703594
708,"Tartu, Tartu linn, Kesklinn, Riia tn 22",2,40.0,245000,37.0,Hea tase,78.99182163,2.0,7.0,9.0,42.0,21.0,0.21008178,60.0,26.718279685851563,58.37195125,937.1278873404673
709,"Tartu, Tartu linn, Kesklinn, Kalevi tn 11-4",4,112.4,375000,93.0,Hea tase,73.01240087,2.0,6.0,12.0,120.0,27.0,0.26987599,50.0,26.7284298688748,58.3749945,673.2835799327056
710,"Tartu, Tartu linn, Supilinn, Piiri 2",2,31.2,89000,10.0,Baastase,35.8733704,1.0,1.0,2.0,7.0,82.0,0.82063315,45.0,26.706472053980526,58.38704325,1205.0144695986223
711,"Tartu, Annelinn, Jaama 167-9",3,68.3,172000,21.0,Baastase,51.93388892,4.0,5.0,6.0,5.0,74.0,0.74033056,60.0,26.76250332674439,58.3797559,2354.272470293826
712,"Tartu, Annelinn, Kalda tee 22",3,65.8,90500,24.0,Baastase,38.95752696,4.0,6.0,8.0,13.0,81.0,0.80521237,40.0,26.761351,58.3730555,2417.619179221899
713,"Tartu, Tartu linn, Ränilinn, Rehetare tee 1",1,34.0,103000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.705244,58.334795,5143.687880504038
714,"Tartu, Tartu linn, Kummeli tn 6a",4,96.7,249000,4.0,-,10.46764837,0.0,1.0,2.0,1.0,100.0,1.0,46.17695630081301,26.71679845000001,58.4012626,2378.835447212033
715,"Tartu, Tartu linn, Annelinn, anne 37-8",1,37.8,39700,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.74789928994356,58.3792574,1502.4908047866156
716,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 12-7",2,46.1,149900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75054107562552,58.39220170178444,2133.5787409981417
717,"Tartu, Tartu linn, Annelinn, Kaunase pst 25",3,65.6,85000,12.0,Baastase,54.36593432,4.0,6.0,8.0,5.0,73.0,0.72817033,45.0,26.767572386730382,58.3717195,2810.366487582592
718,"Tartu, Tartu linn, Annelinn, Kalda tee 22",2,47.7,105000,24.0,Baastase,38.95752696,4.0,6.0,8.0,13.0,81.0,0.80521237,40.0,26.761351,58.3730555,2417.619179221899
719,"Tartu, Kesklinn, Riia 8",4,78.1,203000,67.0,Hea tase,82.78161397,3.0,8.0,10.0,90.0,17.0,0.17218386,50.0,26.724670257062144,58.374442,645.6538379971045
720,"Tartu, Tartu linn, Annelinn, Kaunase pst 10",4,76.2,109900,18.0,Baastase,35.74140689,4.0,5.0,7.0,5.0,82.0,0.82129297,46.17695630081301,26.765052913719945,58.37374755,2601.401685526636
721,"Tartu, Tartu linn, Kesklinn, Lai tn 29",1,32.0,135000,96.0,Hea tase,69.59967231,1.0,4.0,10.0,114.0,30.0,0.30400328,60.0,26.720007314240007,58.38344815,395.7310290542074
722,"Tartu, Tartu linn, Ihaste, Krookuse 2-3",4,99.7,219000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26.768452237759764,58.3550142,3887.5492801324094
723,"Tartu, Tartu linn, Annelinn, Jaama 189",3,65.4,102700,16.0,Baastase,18.04424231,4.0,5.0,8.0,6.0,91.0,0.90977879,46.17695630081301,26.76591852329645,58.377764,2567.0563959123606
724,"Tartu, Veeriku, Veeriku tn 16 (Broneeritud)",3,57.4,130000,24.0,Baastase,46.89842593,1.0,3.0,3.0,5.0,77.0,0.76550787,45.0,26.68904448455089,58.37480505,2031.388559207871
725,"Tartu, Ropka, Aardla 11",2,43.4,121800,9.0,Baastase,64.595214,2.0,5.0,3.0,8.0,68.0,0.67702393,55.0,26.7252907,58.35574975,2717.9536106278333
726,"Tartu, Tartu linn, Karlova, Tähe 26",2,56.4,148900,17.0,Baastase,57.73337297,3.0,5.0,10.0,20.0,71.0,0.71133314,45.0,26.72800751764706,58.3699185,1182.6986280103
727,"Tartu, Tartu linn, Tähtvere, Friedrich Reinhold Kreutzwaldi 50",1,18.3,96000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.69616653594484,58.3873005,1724.7622444588224
728,"Tartu, Tartu linn, Veeriku, Ilmatsalu 26a",2,54.3,151800,20.0,Baastase,49.8098706,1.0,3.0,3.0,6.0,75.0,0.75095065,55.0,26.68766946805556,58.377191,2050.0459545544145
729,"Tartu, Tartu linn, Raadi-Kruusamäe, Puiestee tn 84",2,42.7,95000,17.0,Baastase,50.06278526,1.0,2.0,4.0,9.0,75.0,0.74968607,60.0,26.732183988559854,58.38854065,1104.7290329922196
730,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-25",4,83.6,214900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.754690525526303,58.40395436121416,3264.2845619148934
731,"Tartu, Tähtvere, Näituse 8",1,18.7,80700,42.0,Baastase,57.38027099,3.0,6.0,4.0,48.0,71.0,0.71309865,45.0,26.71024410878768,58.37910695,712.119347380121
732,"Tartu, Tartu linn, Kesklinn, Lossi tn 21",5,149.5,479000,71.0,Hea tase,49.5470809,3.0,6.0,9.0,110.0,50.0,0.50452919,46.17695630081301,26.71465449642785,58.3794663,450.9988846387948
733,"Tartu, Tartu linn, Jaamamõisa, Lepa 23",3,81.0,180000,27.0,Baastase,50.86988481,4.0,5.0,7.0,11.0,75.0,0.74565058,40.0,26.76143207092137,58.3791617,2293.686783684504
734,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 22-14",2,50.4,167900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.752531608695023,58.39924085879738,2771.0535209028326
735,"Tartu, Tartu linn, Karlova, Rebase 17-60",2,41.6,146400,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
736,"Tartu, Tartu linn, Veeriku, TARTU KESKLINN, Veeriku tn 12c",3,72.0,191900,24.0,Baastase,43.10659924,1.0,4.0,3.0,4.0,78.0,0.784467,46.17695630081301,26.69283975,58.3746905,1824.2125441819917
737,"Tartu, Tartu linn, Raadi-Kruusamäe, Stardiraja tn 3-25",4,83.6,211900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.769573252368453,58.404760658375054,3898.6336289183027
738,"Tartu, Tartu linn, Annelinn, Jaama 187",3,65.0,129000,21.0,Baastase,18.04424231,4.0,5.0,8.0,9.0,91.0,0.90977879,46.17695630081301,26.76507496562641,58.377634,2519.503342577538
739,"Tartu, Tartu linn, Karlova, Võru tn 65a-4",3,55.1,199000,17.0,Baastase,57.5592095,2.0,1.0,4.0,10.0,71.0,0.71220395,55.0,26.72082723861072,58.3625225,1959.631023350105
740,"Tartu, Tartu linn, Annelinn, Kaunase pst 4",2,46.3,79000,14.0,Baastase,36.7939511,4.0,6.0,8.0,5.0,82.0,0.81603024,45.0,26.765421810141547,58.372602,2659.4856036016954
741,"Tartu, Tartu linn, Ränilinn, Aardla 120",2,47.6,102000,6.0,-,36.75913067,0.0,1.0,3.0,9.0,100.0,1.0,50.0,26.685306341832025,58.352839450000005,3728.1703306634004
742,"Tartu, Tartu linn, Kesklinn, Aida tn 7a",2,46.7,114999,46.0,Hea tase,65.53599619,1.0,3.0,10.0,47.0,34.0,0.34464004,46.17695630081301,26.733615638157897,58.373135,1021.0830182788277
743,"Tartu, Tartu linn, Ränilinn, Kevade tn 15-7",4,109.8,286900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,27.155531683912965,58.66316181644048,40391.48976888355
744,"Tartu, Tartu linn, Annelinn, Anne tn 80",2,46.0,88900,25.0,Baastase,36.60567071,4.0,6.0,8.0,10.0,82.0,0.81697165,40.0,26.762515137402016,58.3773867,2374.040982564025
745,"Tartu, Tartu linn, Kesklinn, Aida tn 11",1,29.6,85000,41.0,Hea tase,65.07919178,1.0,3.0,11.0,46.0,35.0,0.34920808,60.0,26.7354257020202,58.373635,1054.1098527789
746,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 16-5",3,58.6,176990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.75408805278503,58.3866365,1998.7752654199098
747,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 12-30 (Broneeritud)",3,69.9,199900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75054107562552,58.39220170178444,2133.5787409981417
748,"Tartu, Ihaste, Uus-Veeriku tee 28",3,73.2,186500,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.66902922532563,58.40001264374366,3823.049321761715
749,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-1",2,37.7,116990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283569
750,"Tartu, Tartu linn, Annelinn, Kaunase pst 60",3,65.7,138000,15.0,Baastase,30.45084213,3.0,6.0,6.0,8.0,85.0,0.84774579,46.17695630081301,26.77301512113402,58.3724165,3090.128167541664
751,"Tartu, Tartu linn, Kesklinn, Karlova, Kalevi tn 51",3,44.8,93651,51.0,Hea tase,62.50185789,1.0,5.0,10.0,56.0,37.0,0.37498142,45.0,26.731131365303,58.3729045,954.5766448060256
752,"Tartu, Tartu linn, Ihaste, Krookuse tn 1-2",4,99.7,229000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26.769940085865763,58.35509605,3942.1404784365413
753,"Tartu, Tartu linn, Karlova, Raua tn 8",2,36.5,149500,13.0,Baastase,59.63510091,2.0,1.0,4.0,11.0,70.0,0.7018245,60.0,26.736469492064515,58.3663123,1746.1152344961297
754,"Tartu, Tartu linn, Kesklinn, Kesklinn, Raekoja plats 14",8,255.7,1165000,131.0,Hea tase,69.76189818,3.0,3.0,11.0,150.0,30.0,0.30238102,46.17695630081301,26.72347553718824,58.38065135,93.62120981027667
755,"Tartu, Tartu linn, Supilinn, Herne tn 35",2,38.9,108000,32.0,Baastase,43.30719375,1.0,2.0,1.0,22.0,78.0,0.78346403,45.0,26.71452696963064,58.38623025,819.3753694566182
756,"Tartu, Tartu linn, Ülejõe, Jaama tn 27-9",2,28.0,58000,23.0,Hea tase,57.09311575,1.0,2.0,10.0,15.0,43.0,0.42906884,55.0,26.73194750000001,58.38609,875.1116288103701
757,"Tartu, Tartu linn, Kesklinn, Tiigi 9",2,37.6,115000,96.0,Hea tase,74.55393432,3.0,6.0,10.0,124.0,25.0,0.25446066,50.0,26.71858247512248,58.3768799,418.4715518264959
758,"Tartu, Ränilinn, Rehetare tee 2",5,127.6,245000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.70569858516169,58.33667051161451,4933.605064179058
759,"Tartu, Tartu linn, Ülejõe, Pärna 2 (Broneeritud)",2,41.1,113000,35.0,Hea tase,59.51332376,2.0,1.0,13.0,31.0,40.0,0.40486676,55.0,26.7377825424189,58.38101645,913.3762646403476
760,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 12-13",4,84.1,236900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75054107562552,58.39220170178444,2133.5787409981417
761,"Tartu, Annelinn, Sõpruse pst 1",3,56.6,99000,24.0,Baastase,54.28425662,4.0,3.0,6.0,12.0,73.0,0.72857872,55.0,26.752260576601667,58.379737,1755.1720113991582
762,"Tartu, Kesklinn, Pikk tn 19 (Broneeritud)",2,59.7,149500,54.0,Hea tase,62.07647651,2.0,2.0,11.0,55.0,38.0,0.37923523,50.0,26.732334078550345,58.3834335,696.1772837596801
763,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 71b/2",3,63.9,179900,6.0,Baastase,33.57136216,1.0,2.0,5.0,2.0,83.0,0.83214319,46.17695630081301,26.77412075705074,58.367012,3366.2077378089166
764,"Tartu, Tartu linn, Ülejõe, Raadi-Kruusamäe, Puiestee tn 49",1,27.1,54999,17.0,Baastase,52.0380243,1.0,1.0,4.0,8.0,74.0,0.73980988,50.0,26.729353458979325,58.3890365,1078.265148660949
765,"Tartu, Tartu linn, Annelinn, Pikk tn 86",3,65.9,108000,37.0,Hea tase,57.66240603,3.0,2.0,10.0,22.0,42.0,0.42337594,50.0,26.744501535613885,58.3778252,1325.2375826009934
